word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,s2_engAJT_trials.thisRepN,s2_engAJT_trials.thisTrialN,s2_engAJT_trials.thisN,s2_engAJT_trials.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,load_text.started,load_text.stopped,ajt_instr.started,ajt_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.started,start_ajt.stopped,vocab_text.started,vocab_text.stopped,vocab_image.started,vocab_image.stopped,S2_vrepeat.started,S2_vrepeat.stopped,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.stopped,vtest_instr_text.started,vtest_instr_text.stopped,S2_vocabTest_resp,S2_vocabTest_resp.rts,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_key_resp.started,S2_vtest_key_resp.stopped,S2_vtest_text.started,S2_vtest_text.stopped,S2_vtest_img.started,S2_vtest_img.stopped,S2_vtest_fb.started,S2_vtest_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,4,10,2,,,,,,,,,,,,,,,,,28.051398038864136,None,28.051398038864136,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,5,11,4,,,,,,,,,,,,,,,,,29.80219006538391,None,29.80219006538391,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,0,0,4,,,,,,,,,,,,,,,,,33.32309317588806,None,33.32309317588806,None,30.27726101875305,None,r,1.2996962070465088,30.27726101875305,None,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,34.86152410507202,None,34.86152410507202,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,36.571123123168945,None,36.571123123168945,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,3,3,5,,,,,,,,,,,,,,,,,36.6339271068573,None,36.6339271068573,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,4,4,0,,,,,,,,,,,,,,,,,37.08008599281311,None,37.08008599281311,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,5,5,1,,,,,,,,,,,,,,,,,37.99998116493225,None,37.99998116493225,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,0,6,4,,,,,,,,,,,,,,,,,38.805113077163696,None,38.805113077163696,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,1,7,3,,,,,,,,,,,,,,,,,40.02399706840515,None,40.02399706840515,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,2,8,2,,,,,,,,,,,,,,,,,40.74324107170105,None,40.74324107170105,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,3,9,1,,,,,,,,,,,,,,,,,42.143484115600586,None,42.143484115600586,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,4,10,5,,,,,,,,,,,,,,,,,42.50036001205444,None,42.50036001205444,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,5,11,0,,,,,,,,,,,,,,,,,43.087287187576294,None,43.087287187576294,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,43.42635917663574,None,t,0.6620161533355713,43.42635917663574,None,44.10999512672424,None,lu pleck,[2.263373851776123],"['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.9184989929199219, 1.113759994506836, 1.2454488277435303, 1.4670159816741943, 1.5307178497314453, 1.635551929473877, 1.8832619190216064, 2.0072548389434814, 2.263373851776123]",44.80134320259094,None,44.80134320259094,None,44.80134320259094,None,47.09606099128723,None,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2.6547248363494873],None,,48.574412083625795,None,48.574412083625795,None,48.574412083625795,None,,,,,,,,,
