word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,s2_engAJT_trials.thisRepN,s2_engAJT_trials.thisTrialN,s2_engAJT_trials.thisN,s2_engAJT_trials.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,load_text.started,load_text.stopped,ajt_instr.started,ajt_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.started,start_ajt.stopped,vocab_text.started,vocab_text.stopped,vocab_image.started,vocab_image.stopped,S2_vrepeat.started,S2_vrepeat.stopped,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.stopped,vtest_instr_text.started,vtest_instr_text.stopped,S2_vocabTest_resp,S2_vocabTest_resp.rts,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_key_resp.started,S2_vtest_key_resp.stopped,S2_vtest_text.started,S2_vtest_text.stopped,S2_vtest_img.started,S2_vtest_img.stopped,S2_vtest_fb.started,S2_vtest_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,15.775376081466675,None,17.78386616706848,None,space,0.7696499824523926,17.78386616706848,None,19.042931079864502,None,19.042931079864502,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,20.00885319709778,None,20.00885319709778,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,21.443493127822876,None,21.443493127822876,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,22.899677991867065,None,22.899677991867065,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,23.268496990203857,None,23.268496990203857,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,5,5,2,,,,,,,,,,,,,,,,,23.847499132156372,None,23.847499132156372,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,6,0,,,,,,,,,,,,,,,,,24.269845008850098,None,24.269845008850098,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,7,1,,,,,,,,,,,,,,,,,25.27724814414978,None,25.27724814414978,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,2,8,5,,,,,,,,,,,,,,,,,25.601213216781616,None,25.601213216781616,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,3,9,3,,,,,,,,,,,,,,,,,27.700578212738037,None,27.700578212738037,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h57.19.774,memory and syntax,2022.1.1,59.932241752055106,
