load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmt_key_resp2.rt,cvmt_key_resp2.duration,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,cvmt_key_resp.rt,cvmt_key_resp.duration,cvmt_final_samp_fb_key_resp.rt,cvmt_final_samp_fb_key_resp.duration,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent
0.001,0.261,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,0.279,10.124,10.131,12.406,12.433,14.423,,0,14.423,31.457,o,0,17.002,,31.458,41.006,c,9.515,,41.007,41.012,,0,0,0,0,1,cvmt/sample/s1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,41.013,43.005,,0,43.005,45.489,n,1,2.473,,45.489,45.495,,,,45.495,45.495,,0,1,1,1,1,cvmt/sample/s2.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,45.496,47.488,,0,47.489,47.489,,0,,,47.489,47.49,,,,47.49,47.49,,0,2,2,2,1,cvmt/sample/s3.jpg,o,,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,47.49,49.488,n,1,49.488,49.489,,0,,,49.489,49.49,,,,49.49,49.49,,0,3,3,3,1,cvmt/sample/s4.jpg,n,1.126,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,49.49,51.489,n,1,51.489,51.489,,0,,,51.489,51.49,,,,51.49,51.49,,0,4,4,4,1,cvmt/sample/s5.jpg,n,0.998,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,51.49,53.488,n,1,53.489,53.489,,0,,,53.489,53.49,,,,53.49,53.49,,0,5,5,5,1,cvmt/sample/s6.jpg,n,0.721,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,53.49,55.489,o,1,55.489,55.489,,0,,,55.489,55.49,,,,55.49,55.49,,0,6,6,6,1,cvmt/sample/s7.jpg,o,1.057,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,55.49,57.489,n,1,57.489,57.49,,0,,,57.49,57.49,,,,57.49,57.491,,0,7,7,7,1,cvmt/sample/s8.jpg,n,1.754,,,,,,,,,,,,,,,,,,,,,,,,,
,,118565,132,1,2024-03-13_00h32.11.208,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,57.491,59.488,n,1,59.488,59.489,,0,,,59.489,59.49,,,,59.49,59.49,,0,8,8,8,1,cvmt/sample/s9.jpg,n,1.505,,,,,,,,,,,,,,,,,,,,,,,,,
