load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,gjt_load.started,gjt_load.stopped,gjtInstr2.started,gjtInstr2.stopped,gjtMS_pres.started,gjtMS_pres.stopped,gjtMS_res.started,gjtMS_res.stopped,gjt_key_resp_2.keys,gjt_key_resp_2.corr,gjt_key_resp_2.rt,gjt_key_resp_2.duration,gjtMS_trials.thisRepN,gjtMS_trials.thisTrialN,gjtMS_trials.thisN,gjtMS_trials.thisIndex,gjtMS_trials.ran,version,list,sentence,arg_str,old_or_new,test_item,condition,gjt_corrAns,img,audio,asrt.started,asrt,asrt.stopped
0.0015,0.0227,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,0.0465,0.9947,0.9949,5.6973,5.7079,12.202,12.2021,14.251,y,1,0.3665,,0,0,0,0,1,v1.1,2,klin lu troise lu neimo,transitive,new,klin lu troise lu neimo,grammatical,y,brocanto/stims/img/sentence25.png,brocanto/stims/audio/klin_lu_troise_lu_neimo_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,14.2539,20.749,20.7491,22.7985,n,1,0.535,,0,1,1,1,1,v1.1,2,yab lu vode lu neep,transitive,old,lu vode yab lu neep,ungrammatical,n,brocanto/stims/img/sentence53.png,brocanto/stims/audio/yab_lu_vode_lu_neep_1.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,22.8001,29.2962,29.2963,31.3453,y,1,0.6836,,0,2,2,2,1,v1.1,2,lu neep gop li,intransitive,old,lu neep gop li,grammatical,y,brocanto/stims/img/sentence110.png,brocanto/stims/audio/lu_neep_gop_li_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,31.3461,37.8431,37.8431,39.8923,y,1,0.4175,,0,3,3,3,1,v1.1,2,yab lu troise lu neimo,transitive,old,yab lu troise lu neimo,grammatical,y,brocanto/stims/img/sentence61.png,brocanto/stims/audio/yab_lu_troise_lu_neimo_1.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,39.893,46.3902,46.3903,48.4395,y,1,0.2345,,0,4,4,4,1,v1.1,2,noyka lu neimo lu pleck,transitive,old,noyka lu neimo lu pleck,filler,y,brocanto/stims/img/sentence98.png,brocanto/stims/audio/noyka_lu_neimo_lu_pleck_1.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,48.4406,54.9376,54.9377,56.9868,n,1,0.4681,,0,5,5,5,1,v1.1,2,klin lu pleck lu troise,transitive,old,lu pleck klin lu troise,ungrammatical,n,brocanto/stims/img/sentence4.png,brocanto/stims/audio/klin_lu_pleck_lu_troise_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,56.9944,63.4842,63.4843,65.5338,y,1,0.3545,,0,6,6,6,1,v1.1,2,lu neimo zayma li,intransitive,new,lu neimo zayma li,grammatical,y,brocanto/stims/img/sentence108.png,brocanto/stims/audio/lu_neimo_zayma_li_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,65.5427,72.0316,72.0316,74.081,n,1,1.5551,,0,7,7,7,1,v1.1,2,lu troise praz li,intransitive,new,lu troise praz,ungrammatical,n,brocanto/stims/img/sentence71.png,brocanto/stims/audio/lu_troise_praz_li_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,74.0887,80.579,80.579,82.628,n,1,0.9193,,0,8,8,8,1,v1.1,2,gop lu blom lu vode,transitive,old,lu blom gop lu vode,ungrammatical,n,brocanto/stims/img/sentence127.png,brocanto/stims/audio/gop_lu_blom_lu_vode_1.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,82.6366,89.126,89.126,91.1752,y,0,0.0844,,0,9,9,9,1,v1.1,2,gop lu neimo lu pleck,transitive,old,gop lu pleck lu neimo,filler,n,brocanto/stims/img/sentence140.png,brocanto/stims/audio/gop_lu_neimo_lu_pleck_1.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,91.1831,97.673,97.6731,99.7222,n,1,0.1675,,0,10,10,10,1,v1.1,2,lu neep praz li,intransitive,old,lu neep praz,ungrammatical,n,brocanto/stims/img/sentence68.png,brocanto/stims/audio/lu_neep_praz_li_1.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,99.7307,106.2202,106.2202,108.2692,n,0,0.3342,,0,11,11,11,1,v1.1,2,lu pleck nim li,intransitive,new,lu pleck nim li,filler,y,brocanto/stims/img/sentence31.png,brocanto/stims/audio/lu_pleck_nim_li_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,108.2778,114.7768,114.7768,116.8263,n,0,0.2849,,0,12,12,12,1,v1.1,2,yab lu blom lu vode,transitive,old,yab lu blom lu vode,grammatical,y,brocanto/stims/img/sentence49.png,brocanto/stims/audio/yab_lu_blom_lu_vode_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,116.833,123.3228,123.3228,125.3643,n,0,0.7115,,0,13,13,13,1,v1.1,2,gop lu neep lu blom,transitive,old,gop lu neep lu blom,grammatical,y,brocanto/stims/img/sentence121.png,brocanto/stims/audio/gop_lu_neep_lu_blom_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,125.3725,131.87,131.87,133.9113,n,0,0.1538,,0,14,14,14,1,v1.1,2,lu vode nim li,intransitive,old,lu vode nim li,filler,y,brocanto/stims/img/sentence34.png,brocanto/stims/audio/lu_vode_nim_li_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,133.9208,140.4106,140.4108,142.4509,n,1,0.4314,,0,15,15,15,1,v1.1,2,lu troise gop li,intransitive,old,lu troise gop,ungrammatical,n,brocanto/stims/img/sentence113.png,brocanto/stims/audio/lu_troise_gop_li_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,142.4679,148.9719,148.9719,151.0215,n,0,0.4734,,0,16,16,16,1,v1.1,2,lu troise zayma li,intransitive,old,lu troise zayma li,grammatical,y,brocanto/stims/img/sentence107.png,brocanto/stims/audio/lu_troise_zayma_li_1.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,151.0319,157.5196,157.5196,159.5692,n,0,0.3579,,0,17,17,17,1,v1.1,2,yab lu neimo lu pleck,transitive,new,yab lu neimo lu pleck,grammatical,y,brocanto/stims/img/sentence62.png,brocanto/stims/audio/yab_lu_neimo_lu_pleck_1.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,159.5774,166.0665,166.0665,168.1158,n,1,0.2374,,0,18,18,18,1,v1.1,2,lu pleck gop li,intransitive,new,li pleck gop lu,filler,n,brocanto/stims/img/sentence109.png,brocanto/stims/audio/lu_pleck_gop_li_2.,,,
,,114767,131,2,2024-04-07_13h15.59.654,Memory and Syntax,2023.2.3,Win32,59.52380952,,,,,168.1237,174.6135,174.6136,176.6634,n,1,0.7504,,0,19,19,19,1,v1.1,2,noyka lu pleck lu troise,transitive,new,lu pleck noyka lu troise,ungrammatical,n,brocanto/stims/img/sentence76.png,brocanto/stims/audio/noyka_lu_pleck_lu_troise_1.,,,
