load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
0.0003,0.0523,92088,048,1,2024-03-06_10h38.46.662,Memory and Syntax,2023.2.3,MacIntel,59.88023952
