word,img,sentence,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,target,foils,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_fb.stopped,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,participant,session,date,expName,psychopyVersion,frameRate,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,4,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.239572400023462,30.239572400023462,30.239572400023462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,5,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.668481200002134,30.668481200002134,30.668481200002134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.121817500010366,31.121817500010366,t,1.5166292000212707,32.649012400012,32.649012400012,33.53969340000185,lu pleck,"[0.9649464999965858, 0.2320049999980256, 1.1108387999993283, 0.43407509999815375, 1.1767856999940705, 0.550140300008934, 1.3908923999988474, 0.7099631000019144, 1.671066000009887]",33.53969340000185,33.53969340000185,33.53969340000185,"['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.9649464999965858, 1.1969514999946114, 1.342843799997354, 1.544913899997482, 1.6108607999922242, 1.7269260000030044, 1.9410327000077814, 2.100855500000762, 2.3810291000118013]",35.92999450000934,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.941699200018775,lu neep,"[0.3288487999816425, 0.28995730000315234, 1.1849222999881022, 0.6501834999944549, 1.4666033000103198, 1.0082731999864336, 1.600594200019259, 1.1762302999850363, 1.7505640000163112, 1.4022720999782905, 2.0226265000237618, 1.4304267999832518, 2.4984257000032812, 1.6744055000017397, 2.8365294999966864, 1.8203549000027124, 2.9864394000032917, 1.9323814999952447, 4.732678200001828]",36.941699200018775,36.941699200018775,36.941699200018775,"['n', 'e', 'backspace', 'i', 'p', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'u', 'y', 'backspace', 'space', 'n', 'e', 'e', 'p', 'return']","[0.3288487999816425, 0.6188060999847949, 1.4748795999912545, 1.835105799982557, 2.1167868000047747, 2.4748764999967534, 2.6088674000056926, 2.7768245000042953, 2.9267943000013474, 3.1528360999946017, 3.4248986000020523, 3.4530533000070136, 3.928852499986533, 4.172831200005021, 4.510934999998426, 4.656884399999399, 4.806794300006004, 4.918820899998536, 6.665059699997073]",43.61855810001725,44.62507619999815,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.62507619999815,lu bloom,"[0.4434354999975767, 0.25412140000844374, 0.6454330999986269, 1.7159915000083856, 0.8314199000014924, 2.6659753000130877, 0.9653999999864027, 2.8239799000148196, 1.3374749999784399]",44.62507619999815,44.62507619999815,44.62507619999815,"['l', 'u', 'space', 'b', 'l', 'o', 'o', 'm', 'return']","[0.4434354999975767, 0.6975569000060204, 0.8995545000070706, 2.3614246000070125, 2.547411400009878, 3.49739520001458, 3.6313752999994904, 3.7893799000012223, 4.1614548999932595]",48.79395160000422,49.8014586000063,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8014586000063,lu voode,"[0.5970435999915935, 0.28206249998766, 0.7870187000080477, 0.9100248999893665, 1.1710746999888215, 1.0439662999997381, 1.3711204999999609, 1.255959999980405, 2.1451175000111107]",49.8014586000063,49.8014586000063,49.8014586000063,"['l', 'u', 'space', 'v', 'o', 'o', 'd', 'e', 'return']","[0.5970435999915935, 0.8791060999792535, 1.0690811999957077, 1.6970435999974143, 2.081099599978188, 2.2150409999885596, 2.415086799999699, 2.627080499980366, 3.4010774999915157]",53.212345400010236,54.22254340001382,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.22254340001382,lu trose,"[0.6338996000122279, 0.24009899998782203, 0.8719776000070851, 0.9301721999945585, 1.0398034000245389, 1.0141908999939915, 1.2841862000059336, 1.1538733000052162, 1.5720937000005506]",54.22254340001382,54.22254340001382,54.22254340001382,"['l', 'u', 'space', 't', 'r', 'o', 'i', 's', 'e', 'return']","[0.6338996000122279, 0.8739986000000499, 1.1120765999949072, 1.8021498000016436, 1.9699756000190973, 2.0539943000185303, 2.226203099999111, 2.298377099999925, 2.43805950001115, 2.7259670000057667]",56.957669800001895,57.96411250001984,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.96411250001984,lu neimo,"[0.5424018999910913, 0.22601280000526458, 0.7403877999749966, 1.0721407000091858, 0.8804111999925226, 1.1757964999997057, 1.0026161999849137, 1.40177309999126, 1.0165035999962129, 2.3198793999908958, 1.6885149999870919]",57.96411250001984,57.96411250001984,57.96411250001984,"['l', 'u', 'space', 'n', 'e', 'i', 'm', 'o', 'p', 'backspace', 'backspace', 'return']","[0.5424018999910913, 0.7684146999963559, 0.9664005999802612, 1.8125284999841824, 1.9525519000017084, 2.0562076999922283, 2.1784126999846194, 2.404389299976174, 2.418276699987473, 2.8963565999874845, 3.3363829999871086, 4.008394399977988]",61.98165699999663,62.98923060001107,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.98923060001107,lu plec,"[0.6052622000279371, 0.2340898999827914, 0.8791888000268955, 0.5000595999881625, 0.9551691000233404, 0.6202704999886919, 1.1430023000284564, 1.0223067999759223]",62.98923060001107,62.98923060001107,62.98923060001107,"['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.6052622000279371, 0.8393521000107285, 1.1132787000096869, 1.379248400015058, 1.455228700011503, 1.5754396000120323, 1.7632728000171483, 1.8593537000124343, 2.1653091000043787]",65.16329060000135,66.17078529999708,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.17078529999708,lu neep,"[0.5618834999913815, 0.23380250000627711, 0.7361839999794029, 0.327732300007483, 0.922041599988006, 0.4776545000204351, 1.0040752999775577, 0.7916805000277236]",66.17078529999708,66.17078529999708,66.17078529999708,"['l', 'u', 'space', 'n', 'e', 'e', 'p', 'return']","[0.5618834999913815, 0.7956859999976587, 0.96998649998568, 1.0639162999868859, 1.249773899995489, 1.3996961000084411, 1.4817297999979928, 1.7957558000052813]",67.97553130000597,68.98521460001939,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.98521460001939,lu blom,"[0.4233064000145532, 0.266011100000469, 0.8792594000115059, 0.5721325000049546, 1.0831474000005983, 0.7804488000110723, 1.2488352000073064, 0.9844854999973904, 1.3708853000134695, 1.338413399993442]",68.98521460001939,68.98521460001939,68.98521460001939,"['l', 'i', 'backspace', 'u', 'space', 'b', 'l', 'o', 'm', 'return']","[0.4233064000145532, 0.6893175000150222, 1.145270500011975, 1.4513919000164606, 1.655279900005553, 1.8635962000116706, 2.0292840000183787, 2.233320700004697, 2.35537080001086, 2.7092987000069115]",71.70268010001746,72.71115990000544,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.71115990000544,lu vode,"[0.4993571999948472, 0.2240590000001248, 0.689273800002411, 0.634055599977728, 0.8752339000056963, 0.7359853999805637, 1.0474450000037905, 1.0660358000022825]",72.71115990000544,72.71115990000544,72.71115990000544,"['l', 'u', 'space', 'v', 'o', 'd', 'e', 'return']","[0.4993571999948472, 0.723416199994972, 0.9133328000025358, 1.323329399980139, 1.5092894999834243, 1.61121929998626, 1.7834303999843542, 2.113480800006073]",74.83594869999797,75.84384929999942,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,4,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.84384929999942,lu troise,"[0.5227066999941599, 0.2539188000082504, 0.7068376000097487, 0.4919424999970943, 0.878705400013132, 0.6258854999905452, 1.0787441000284161, 0.7339529999881051, 1.228622400027234, 0.9982818999851588]",75.84384929999942,75.84384929999942,75.84384929999942,"['l', 'u', 'space', 't', 'r', 'o', 'i', 's', 'e', 'return']","[0.5227066999941599, 0.7766255000024103, 0.9607564000179991, 1.198780100006843, 1.3706479000102263, 1.5045909000036772, 1.7046296000189614, 1.8126971000165213, 1.9625754000153393, 2.226904300012393]",78.07816319999984,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,5,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0848832000047,lu neimo,"[0.4015898999932688, 0.2539818999939598, 0.6576477000198793, 0.9659679999749642, 0.8295894000330009, 1.016104899958009, 0.9815250000392552, 1.2680484999727923, 1.511536900041392, 1.5580444999504834, 1.8076002000598237]",79.0848832000047,79.0848832000047,79.0848832000047,"['l', 'u', 'space', 'n', 'e', 'i', 'm', 'p', 'backspace', 'o', 'return']","[0.4015898999932688, 0.6555717999872286, 0.9116296000138391, 1.6236156999948435, 1.795557400007965, 1.8456942999910098, 1.9976298999972641, 2.2495735000120476, 2.7795854000141844, 3.0695813999918755, 3.365644700010307]",82.45988639999996,83.46639290000894,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.46639290000894,83.46639290000894,j,4.338050299993483,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.81148050000775,88.37100590000045,88.37100590000045,88.37100590000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0782800000161,89.0782800000161,89.0782800000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25387850002153,89.25387850002153,89.25387850002153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.42931269999826,89.42931269999826,89.42931269999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.58739110000897,89.58739110000897,89.58739110000897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.74348240002291,89.74348240002291,89.74348240002291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,1,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.90866050001932,89.90866050001932,89.90866050001932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,1,1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.05909870000323,90.05909870000323,90.05909870000323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,1,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.22431950000464,90.22431950000464,90.22431950000464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,1,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.38136790000135,90.38136790000135,90.38136790000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,1,4,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.55230170002324,90.55230170002324,90.55230170002324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,1,5,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.72029660001863,90.72029660001863,90.72029660001863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
