word,img,sentence,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,target,foils,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_fb.stopped,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,participant,session,date,expName,psychopyVersion,frameRate,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.89006669999799,90.89006669999799,t,1.02237970000715,91.92064240001491,91.92064240001491,92.85803679999663,lu pleck,"[0.9503589000087231, 0.17212709999876097, 1.0442150000017136, 0.2621756999869831, 1.3142797000182327, 0.3961227999825496, 1.4622313000145368, 0.5421574999927543, 1.9902387000038289, 0.830309099983424, 2.4821614999964368, 0.9562441000016406, 2.6301716000016313, 1.098192300007213, 2.784322899999097, 1.254195699992124, 3.0441927000065334, 1.4862081999890506, 3.210316500015324, 1.6000845999806188, 3.3082683000247926, 1.7061606999777723, 3.5025269000034314, 1.823867600003723, 3.836549300001934]",92.85803679999663,92.85803679999663,92.85803679999663,"['l', 'u', 'space', 'p', 'l', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'u', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.6805655999924056, 0.9503589000087231, 1.122486000007484, 1.2163421000004746, 1.3063906999886967, 1.5764554000052158, 1.7104025000007823, 1.8583540999970865, 2.004388800007291, 2.532396199996583, 2.820547799987253, 3.3124705999798607, 3.4384055999980774, 3.586415700003272, 3.728363900008844, 3.88251520000631, 4.038518599991221, 4.298388399998657, 4.530400899995584, 4.696524700004375, 4.810401099995943, 4.908352900005411, 5.014429000002565, 5.208687599981204, 5.326394500007154, 5.660416900005657]",98.52625620001345,99.53330320000532,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53330320000532,lu neep,"[0.4331829999864567, 0.2380307000130415, 0.6012182999693323, 0.33001110001350753, 0.7776774999802001, 0.4775600000284612, 0.8856198999565095, 1.2136070000415202]",99.53330320000532,99.53330320000532,99.53330320000532,"['l', 'u', 'space', 'n', 'e', 'e', 'p', 'return']","[0.4331829999864567, 0.6712136999994982, 0.8392489999823738, 0.9312293999828398, 1.1076885999937076, 1.2552375000086613, 1.3631798999849707, 2.0992268999980297]",101.6413132000016,102.64797210000688,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.64797210000688,lu blom,"[0.47649460000684485, 0.2480961999972351, 0.6323006000020541, 0.4302509999834001, 0.7360558000218589, 0.6024165999842808, 0.8200921000097878, 1.0604055999720003]",102.64797210000688,102.64797210000688,102.64797210000688,"['l', 'u', 'space', 'b', 'l', 'o', 'm', 'return']","[0.47649460000684485, 0.7245908000040799, 0.8803967999992892, 1.0625515999854542, 1.166306800005259, 1.3384724000061397, 1.4225086999940686, 1.8804976999817882]",104.53830310000922,105.54732530002366,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.54732530002366,lu vode,"[0.4291083999851253, 0.2520801000064239, 0.6171570000005886, 0.4299671000044327, 0.7372581999807153, 0.5118567000026815, 0.9613390000013169, 1.5380539000034332]",105.54732530002366,105.54732530002366,105.54732530002366,"['l', 'u', 'space', 'v', 'o', 'd', 'e', 'return']","[0.4291083999851253, 0.6811884999915492, 0.8692371000070125, 1.0471241000050213, 1.167225299985148, 1.2491148999833968, 1.4731957000039984, 2.49939290000475]",108.05337950002286,109.06314080001903,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.06314080001903,lu troise,"[0.5012517000141088, 0.254117899981793, 0.6534338000346906, 0.47186219997820444, 0.8956140000373125, 0.6097995999734849, 1.0853968000446912, 0.7259027999534737, 1.247600000060629, 0.9897674999374431]",109.06314080001903,109.06314080001903,109.06314080001903,"['l', 'u', 'space', 't', 'r', 'o', 'i', 's', 'e', 'return']","[0.5012517000141088, 0.7553695999959018, 0.9075517000164837, 1.125296000012895, 1.367476200015517, 1.5054136000107974, 1.695196400018176, 1.811299599998165, 1.9735028000141028, 2.237367499998072]",111.3078080000123,112.31435100000817,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.31435100000817,lu neimo,"[0.45614029999705963, 0.21796690000337549, 0.650103299994953, 0.33597569999983534, 0.8061488999810535, 0.4019372000184376, 0.9521287999814376, 0.6340290000080131, 1.3141288999759126]",112.31435100000817,112.31435100000817,112.31435100000817,"['l', 'u', 'space', 'n', 'e', 'i', 'm', 'o', 'return']","[0.45614029999705963, 0.6741072000004351, 0.8680701999983285, 0.9860789999947883, 1.1421245999808889, 1.2080860999994911, 1.3540659999998752, 1.5861577999894507, 1.9481578999839257]",114.27158100000815,115.28027930000098,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,1,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.28027930000098,lu pleck,"[0.39029879998997785, 0.24186310000368394, 0.5642547000024933, 0.6179173999989871, 0.6542053000011947, 0.7159421999822371, 0.8541918000264559, 0.8419478999567218, 1.2284639000426978]",115.28027930000098,115.28027930000098,115.28027930000098,"['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.39029879998997785, 0.6321618999936618, 0.8061178000061773, 1.1821721000014804, 1.2721227000001818, 1.3701474999834318, 1.570134000008693, 1.6961396999831777, 2.0704117999994196]",117.36227630000212,118.36942960001761,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.36942960001761,lu neep,"[0.3632458000211045, 0.26784529999713413, 0.6069365000003017, 0.45206250000046566, 0.7549104000208899, 0.6921527999802493, 0.8989353000361007, 0.8461960999702569, 1.0848249000264332, 1.018375699990429, 1.2147488000045996, 1.1382940000039525, 1.3506309000076726, 1.7109445999958552]",118.36942960001761,118.36942960001761,118.36942960001761,"['l', 'u', 'space', 'n', 'e', 'e', 'backspace', 'backspace', 'backspace', 'space', 'n', 'e', 'e', 'p', 'return']","[0.3632458000211045, 0.6310911000182386, 0.7992768000112846, 0.8747817999974359, 1.0589990000007674, 1.2069729000213556, 1.4470632000011392, 1.59108810001635, 1.7451314000063576, 1.93102099999669, 2.103200600016862, 2.2331244999950286, 2.353042800008552, 2.488924900011625, 3.061575500003528]",121.44095800002106,122.44785650001722,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,1,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.44785650001722,lu blom,"[0.3766466999950353, 0.22196480000275187, 0.5728027000150178, 0.3978464999818243, 0.6328582000278402, 0.5977105999772903, 0.7628580000309739, 0.9260002999799326]",122.44785650001722,122.44785650001722,122.44785650001722,"['l', 'u', 'space', 'b', 'l', 'o', 'm', 'return']","[0.3766466999950353, 0.5986114999977872, 0.7947675000177696, 0.9706491999968421, 1.0307047000096645, 1.2305688000051305, 1.3605686000082642, 1.6888583000109065]",124.14386250000098,125.15264720001142,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,1,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.15264720001142,lu vode,"[0.683733600017149, 0.5201035999925807, 0.7998203000170179, 0.8041151999786962, 1.0957870000274852, 1.0181153999874368, 3.0717794000229333, 1.156225499988068, 3.2196125000191387, 1.3482084999850485, 3.4617017000273336]",125.15264720001142,125.15264720001142,125.15264720001142,"['l', 'u', 'backspace', 'backspace', 'l', 'u', 'space', 'v', 'o', 'd', 'e', 'return']","[0.4398141000128817, 0.683733600017149, 1.2038372000097297, 1.3199239000095986, 1.603935499995714, 1.8999022000061814, 2.113902400014922, 4.08989480001037, 4.228004900011001, 4.375838000007207, 4.567821000004187, 4.809910200012382]",129.97408820001874,130.98468090000097,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,1,4,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.98468090000097,lu troise,"[0.5057984000013676, 0.31204540000180714, 0.6617082000011578, 0.5720379999838769, 0.9417347999988124, 0.9420010999892838, 1.589740499999607, 1.5060131999780424, 1.7657811000244692, 1.6079218999657314, 1.9819860000279732, 1.9218173999688588]",130.98468090000097,130.98468090000097,130.98468090000097,"['l', 'u', 'space', 't', 'o', 'backspace', 'r', 'r', 'o', 'i', 's', 'e', 'return']","[0.5057984000013676, 0.8178438000031747, 0.973753600002965, 1.2337461999850348, 1.5137727999826893, 1.8837358999880962, 2.0079172999830917, 2.531741599988891, 3.0957536999776494, 3.2717943000025116, 3.3737029999902006, 3.5899078999937046, 3.903803399996832]",134.89518540000427,135.90252520001377,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,1,5,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.90252520001377,lu neimo,"[0.4678604000073392, 0.23601039999630302, 0.6258643000037409, 0.4080905000155326, 1.1398272999795154, 3.641980300017167, 1.2858985000057146, 3.7200637999922037, 1.6419483000063337, 4.096046599996043, 1.8659469000122044, 4.323962399997981, 2.3918826000008266]",135.90252520001377,135.90252520001377,135.90252520001377,"['l', 'u', 'space', 'n', 'backspace', 'n', 'e', 'i', 'm', 'o', 'backspace', 'm', 'o', 'return']","[0.4678604000073392, 0.7038708000036422, 0.861874700000044, 1.0339548000192735, 1.547917799995048, 4.781807599996682, 4.9278788000228815, 5.005962299997918, 5.119932500005234, 5.3620120999985375, 5.737994900002377, 5.961993500008248, 6.189909300010186, 6.715844999998808]",142.62832640000852,143.630439200002,,,,,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.630439200002,143.630439200002,j,1.9441075999930035,,,,,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence31.png,lu pleck nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.58600410001236,145.58600410001236,146.62591180001618,146.62591180001618,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence65.png,yab lu neimo lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.22616109999944,153.22616109999944,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence63.png,yab lu neimo lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.82919830002356,159.82919830002356,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence68.png,lu neep praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.42726070000208,166.42726070000208,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence39.png,yab lu pleck lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0274783000059,173.0274783000059,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence14.png,klin lu blom lu troise,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.64032910001697,179.64032910001697,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence105.png,lu blom zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.22337260001223,186.22337260001223,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence103.png,lu pleck zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.82421660001273,192.82421660001273,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence17.png,klin lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.4640914000047,199.4640914000047,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence12.png,klin lu blom lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0592838000157,206.0592838000157,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence29.png,klin lu neimo lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.64365670000552,212.64365670000552,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence70.png,lu vode praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.2311629000178,219.2311629000178,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence107.png,lu troise zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.82270810002228,225.82270810002228,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence32.png,lu neep nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.42726900000707,232.42726900000707,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence26.png,klin lu neimo lu pleck,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.03778400001465,239.03778400001465,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence35.png,lu troise nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.62240790002397,245.62240790002397,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence79.png,noyka lu neep lu blom,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.23406280000927,252.23406280000927,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence71.png,lu troise praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.8281943000038,258.8281943000038,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence75.png,noyka lu pleck lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.4341625000234,265.4341625000234,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence72.png,lu neimo praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0229152000102,272.0229152000102,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence36.png,lu neimo nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.6217465000227,278.6217465000227,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence53.png,yab lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.22899390000384,285.22899390000384,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence69.png,lu blom praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.8244629999972,291.8244629999972,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence104.png,lu neep zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.4237001000147,298.4237001000147,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence89.png,noyka lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.03403199999593,305.03403199999593,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence102.png,noyka lu neimo lu troise,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.63515360001475,311.63515360001475,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence44.png,yab lu neep lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.23389470000984,318.23389470000984,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,brocanto/stims/to_use/sentence34.png,lu vode nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.8216783000098,324.8216783000098,,,,,,1,2,2023-02-22_13h02.02.074,Memory and Syntax,2022.2.5,174.4470030188426,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.4120915000094,331.4120915000094,349.4680481000105,349.4680481000105,,,,,,,,
