load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmt_key_resp2.rt,cvmt_key_resp2.duration,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,cvmt_key_resp.rt,cvmt_key_resp.duration,key_resp_15.rt,key_resp_15.duration,cvmt_final_samp_fb_key_resp.rt,cvmt_final_samp_fb_key_resp.duration,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent,brocantoIntro.started,brocantoIntro.stopped,vocabInstr.started,vocabInstr.stopped,vocabLearnTrial.started,vocabLearnTrial.stopped,vocabLearnTrials.thisRepN,vocabLearnTrials.thisTrialN,vocabLearnTrials.thisN,vocabLearnTrials.thisIndex,vocabLearnTrials.ran,word,img,audio_vocab,version,vocabRepeat.started,vocabRepeat.stopped,vrepeat_key_resp.keys,vrepeat_key_resp.rt,vrepeat_key_resp.duration,vocabRep.thisRepN,vocabRep.thisTrialN,vocabRep.thisN,vocabRep.thisIndex,vocabRep.ran,vocabTestInstr.started,vocabTestInstr.stopped,vocabTest.started,vocabTest.stopped,vtest_key_resp.keys,vtest_key_resp.rt,vtest_key_resp.duration,vocabTest_fb.started,vocabTest_fb.stopped,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,too_fast_punish.ran,vocabTestTrials.thisRepN,vocabTestTrials.thisTrialN,vocabTestTrials.thisN,vocabTestTrials.thisIndex,vocabTestTrials.ran,vocabEval.started,vocabEval.stopped,v_phase_end.keys,v_phase_end.rt,v_phase_end.duration,vocabPhase.thisRepN,vocabPhase.thisTrialN,vocabPhase.thisN,vocabPhase.thisIndex,vocabPhase.ran,sentLearnInstr.started,sentLearnInstr.stopped,sentenceLearnTrial.started,sentenceLearnTrial.stopped,sentLearnTrials.thisRepN,sentLearnTrials.thisTrialN,sentLearnTrials.thisN,sentLearnTrials.thisIndex,sentLearnTrials.ran,sentence,audio_sent,attentionCheck.started,attentionCheck.stopped,attn_chk_key_resp.keys,attn_chk_key_resp.corr,attn_chk_key_resp.rt,attn_chk_key_resp.duration,sentPraxInstr.started,sentPraxInstr.stopped,sentPraxC_instr.started,sentPraxC_instr.stopped,sentPraxC_pres.started,sentPraxC_pres.stopped,sentPraxC_res.started,sentPraxC_res.stopped,sentPrax_C_resp.keys,sentPrax_C_resp.corr,sentPrax_C_resp.rt,sentPrax_C_resp.duration,sentPraxC_fb.started,sentPraxC_fb.stopped,too_fast_punish2.thisRepN,too_fast_punish2.thisTrialN,too_fast_punish2.thisN,too_fast_punish2.thisIndex,too_fast_punish2.ran,sentPraxC_trials.thisRepN,sentPraxC_trials.thisTrialN,sentPraxC_trials.thisN,sentPraxC_trials.thisIndex,sentPraxC_trials.ran,session,list,target_img,audio_sentPrax,wordbank,foils,sentPraxP_instr.started,sentPraxP_instr.stopped,sentPraxP_pres.started,sentPraxP_pres.stopped,sentPraxP_trial.started,sentPraxP_resp,sentPraxP_rts,sentPraxP_trial.stopped,sentPrax_P_key_resp.keys,sentPrax_P_key_resp.rt,sentPrax_P_key_resp.duration,sentPraxP_fb.started,sentPraxP_fb.stopped,too_fast_punish3.thisRepN,too_fast_punish3.thisTrialN,too_fast_punish3.thisN,too_fast_punish3.thisIndex,too_fast_punish3.ran,sentPraxP_trials.thisRepN,sentPraxP_trials.thisTrialN,sentPraxP_trials.thisN,sentPraxP_trials.thisIndex,sentPraxP_trials.ran,postSess_qs.started,postSess_qs.stopped,learning.response,learning.rt,motivation.response,motivation.rt,attention.response,attention.rt,cvmtDelayTest.started,cvmtDelayTest.stopped,delay_key_resp.keys,delay_key_resp.corr,delay_key_resp.rt,delay_key_resp.duration,delayTrials.thisRepN,delayTrials.thisTrialN,delayTrials.thisN,delayTrials.thisIndex,delayTrials.ran,delay_design,delay_ans,cvmtVisDisc.started,cvmtVisDisc.stopped,vis_disc_key_resp.keys,vis_disc_key_resp.corr,vis_disc_key_resp.rt,vis_disc_key_resp.duration
0.0011,0.0157,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,0.0316,1.8296,1.8336,4.6534,4.6888,6.6594,,0,6.66,6.9033,n,1,0.2219,,6.904,6.9116,,6.9121,6.9136,,0,0,0,0,1,cvmt/sample/s1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,6.9161,8.9189,n,1,8.9196,8.9222,,0,,,8.9231,8.9252,,8.9263,8.9276,,0,1,1,1,1,cvmt/sample/s2.jpg,n,0.8098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,8.9296,10.9236,n,0,10.9243,10.9256,,0,,,10.9262,16.5061,c,16.5068,16.5079,,0,2,2,2,1,cvmt/sample/s3.jpg,o,1.815,,5.5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,16.5173,18.5141,n,1,18.5148,18.5182,,0,,,18.5187,18.521,,18.5215,18.5227,,0,3,3,3,1,cvmt/sample/s4.jpg,n,1.0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,18.5246,20.5153,n,1,20.5159,20.5172,,0,,,20.5178,20.5191,,20.5197,20.5207,,0,4,4,4,1,cvmt/sample/s5.jpg,n,1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,20.5225,22.5209,o,0,22.5215,22.5227,,0,,,22.5233,22.525,,22.5256,22.5267,,0,5,5,5,1,cvmt/sample/s6.jpg,n,0.8712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,22.5291,24.5304,o,1,24.531,24.5323,,0,,,24.5333,24.5349,,24.5354,24.5366,,0,6,6,6,1,cvmt/sample/s7.jpg,o,1.1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,24.5383,26.5297,,0,26.5304,29.1623,n,1,2.6068,,29.1628,29.1699,,29.1704,29.1719,,0,7,7,7,1,cvmt/sample/s8.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,1,2024-04-04_21h58.30.130,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,29.1739,31.1678,n,1,31.1684,31.1706,,0,,,31.1711,31.1728,,31.1735,31.1747,,0,8,8,8,1,cvmt/sample/s9.jpg,n,1.3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
