cvmt,asrt,crtt,rspan,onsetTime,thisImage,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,cvmtBlock.thisRepN,cvmtBlock.thisTrialN,cvmtBlock.thisN,cvmtBlock.thisIndex,asrtBlock.thisRepN,asrtBlock.thisTrialN,asrtBlock.thisN,asrtBlock.thisIndex,crttBlock.thisRepN,crttBlock.thisTrialN,crttBlock.thisN,crttBlock.thisIndex,crttPracticeLoop.thisRepN,crttPracticeLoop.thisTrialN,crttPracticeLoop.thisN,crttPracticeLoop.thisIndex,load_text.started,load_text.stopped,arrow_x.started,arrow_x.stopped,targetImage.started,targetImage.stopped,keyResp.keys,keyResp.corr,keyResp.rt,crttTrialRespTimes,crtt_fix.started,crtt_fix.stopped,text_fb.started,text_fb.stopped,crtt_trial_blank.started,crtt_trial_blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,1,0,1.3,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,8,22.07577085494995,None,24.206459999084473,None,577.4235329627991,None,c,1,1.3869271278381348,0.08692712783813472,577.1862020492554,577.4235329627991,578.8233759403229,579.2236609458923,579.2236609458923,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
0,0,1,0,1.3,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,1,,,,,579.7236468791962,None,c,1,0.9803299903869629,-0.31967000961303715,579.4734089374542,579.7236468791962,580.7076919078827,581.1065800189972,581.1065800189972,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
0,0,1,0,1.3,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,2,2,3,,,,,581.6072578430176,None,n,1,1.2720320224761963,-0.027967977523803755,581.3569710254669,581.6072578430176,582.8898680210114,583.2897789478302,583.2897789478302,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
0,0,1,0,1.5,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,3,3,4,,,,,583.7903819084167,None,x,1,0.7859890460968018,-0.7140109539031982,583.5400009155273,583.7903819084167,584.5901188850403,584.9898459911346,584.9898459911346,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
0,0,1,0,1.5,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,4,4,2,,,,,585.4898450374603,None,m,0,0.980475902557373,-0.519524097442627,585.2401530742645,585.4898450374603,586.4736430644989,586.8735270500183,586.8735270500183,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
0,0,1,0,1.1,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,5,5,5,,,,,587.3731050491333,None,x,1,0.7654218673706055,-0.3345781326293946,587.1236760616302,587.3731050491333,588.1398749351501,588.5396840572357,588.5396840572357,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
0,0,1,0,1.1,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,6,6,7,,,,,589.0395948886871,None,x,1,0.8916518688201904,-0.20834813117980966,588.7901120185852,589.0395948886871,589.9394800662994,590.3397359848022,590.3397359848022,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
0,0,1,0,1.5,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,7,7,6,,,,,590.8398358821869,None,x,1,0.5560009479522705,-0.9439990520477295,590.5895450115204,590.8398358821869,591.4059929847717,591.8064320087433,591.8064320087433,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
0,0,1,0,1.1,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,8,8,0,,,,,592.3063938617706,None,x,0,0.5037670135498047,-0.5962329864501954,592.056391954422,592.3063938617706,592.8227970600128,593.2226269245148,593.2226269245148,None,1,1,2022-09-10_18h32.25.120,memory and syntax,2022.1.1,60.13080440984617,
