load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmt_key_resp2.rt,cvmt_key_resp2.duration,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,cvmt_key_resp.rt,cvmt_key_resp.duration,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,272.0909,274.0898,o,1,274.0898,274.09,,0,,,274.09,274.0907,,274.0907,274.0909,,0,84,84,84,1,cvmt/test_items/t85.jpeg,o,1.0132,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,274.0912,276.0897,o,1,276.0898,276.09,,0,,,276.09,276.0905,,276.0905,276.0906,,0,85,85,85,1,cvmt/test_items/t86.jpeg,o,0.7809,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,276.0908,278.0898,n,0,278.0898,278.0901,,0,,,278.0901,278.0906,,278.0906,278.0908,,0,86,86,86,1,cvmt/test_items/t87.jpeg,o,1.0914,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,278.091,280.0896,o,0,280.0897,280.0898,,0,,,280.0898,280.0902,,280.0902,280.0903,,0,87,87,87,1,cvmt/test_items/t88.jpeg,n,1.4188,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,280.0905,282.0898,o,0,282.0898,282.09,,0,,,282.0901,282.0906,,282.0907,282.0908,,0,88,88,88,1,cvmt/test_items/t89.jpeg,n,0.9378,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,282.091,284.0896,o,1,284.0897,284.0899,,0,,,284.0899,284.0903,,284.0903,284.0904,,0,89,89,89,1,cvmt/test_items/t90.jpeg,o,0.9239,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,284.0906,286.0899,n,0,286.09,286.0903,,0,,,286.0904,286.0908,,286.0909,286.091,,0,90,90,90,1,cvmt/test_items/t91.jpeg,o,0.897,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,286.0913,288.0896,n,0,288.0897,288.0899,,0,,,288.0899,288.0903,,288.0903,288.0904,,0,91,91,91,1,cvmt/test_items/t92.jpeg,o,0.914,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,288.0906,290.0897,o,1,290.0898,290.0901,,0,,,290.0901,290.0905,,290.0905,290.0906,,0,92,92,92,1,cvmt/test_items/t93.jpeg,o,1.0691,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,290.0908,292.0898,n,0,292.0899,292.0901,,0,,,292.0901,292.0907,,292.0908,292.0909,,0,93,93,93,1,cvmt/test_items/t94.jpeg,o,1.2041,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,292.0912,294.0897,n,0,294.0898,294.0901,,0,,,294.0901,294.0906,,294.0906,294.0907,,0,94,94,94,1,cvmt/test_items/t95.jpeg,o,1.128,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,294.0911,296.0898,o,1,296.0899,296.09,,0,,,296.0901,296.0906,,296.0907,296.0907,,0,95,95,95,1,cvmt/test_items/t96.jpeg,o,0.8464,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,296.091,298.0898,o,1,298.0898,298.0901,,0,,,298.0901,298.0906,,298.0906,298.0908,,0,96,96,96,1,cvmt/test_items/t97.jpeg,o,1.2488,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,298.0911,300.0897,n,1,300.0898,300.09,,0,,,300.0901,300.0906,,300.0906,300.0907,,0,97,97,97,1,cvmt/test_items/t98.jpeg,n,1.8902,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,300.0911,302.0898,n,0,302.0898,302.09,,0,,,302.09,302.0905,,302.0905,302.0906,,0,98,98,98,1,cvmt/test_items/t99.jpeg,o,1.1319,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,302.091,304.0898,o,1,304.0898,304.0901,,0,,,304.0902,304.0908,,304.0908,304.0908,,0,99,99,99,1,cvmt/test_items/t100.jpeg,o,0.6742,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,304.0911,306.0896,o,1,306.0897,306.0899,,0,,,306.0899,306.0903,,306.0903,306.0903,,0,100,100,100,1,cvmt/test_items/t101.jpeg,o,0.8147,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,306.0906,308.0898,o,1,308.0898,308.0902,,0,,,308.0902,308.0907,,308.0908,308.0909,,0,101,101,101,1,cvmt/test_items/t102.jpeg,o,0.6657,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,308.0912,310.0898,n,0,310.0898,310.0901,,0,,,310.0901,310.0906,,310.0906,310.0907,,0,102,102,102,1,cvmt/test_items/t103.jpeg,o,0.9737,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,310.091,312.0899,o,1,312.09,312.0901,,0,,,312.0902,312.0908,,312.0908,312.0908,,0,103,103,103,1,cvmt/test_items/t104.jpeg,o,0.6487,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,312.0912,314.0897,n,1,314.0897,314.0899,,0,,,314.09,314.0906,,314.0907,314.0907,,0,104,104,104,1,cvmt/test_items/t105.jpeg,n,0.8911,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,314.0912,316.0898,o,1,316.0898,316.09,,0,,,316.0901,316.0907,,316.0907,316.0907,,0,105,105,105,1,cvmt/test_items/t106.jpeg,o,0.867,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,316.0911,318.0896,o,1,318.0897,318.09,,0,,,318.09,318.0904,,318.0904,318.0905,,0,106,106,106,1,cvmt/test_items/t107.jpeg,o,0.7315,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,318.0909,320.0898,n,0,320.0898,320.0901,,0,,,320.0902,320.0907,,320.0907,320.0908,,0,107,107,107,1,cvmt/test_items/t108.jpeg,o,0.9973,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,320.0911,322.0897,n,0,322.0897,322.0901,,0,,,322.0901,322.0906,,322.0906,322.0906,,0,108,108,108,1,cvmt/test_items/t109.jpeg,o,1.0377,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,322.091,324.0897,o,1,324.0897,324.09,,0,,,324.09,324.0905,,324.0905,324.0907,,0,109,109,109,1,cvmt/test_items/t110.jpeg,o,0.9654,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,324.091,326.0897,o,1,326.0897,326.0901,,0,,,326.0901,326.0906,,326.0906,326.0907,,0,110,110,110,1,cvmt/test_items/t111.jpeg,o,0.6285,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,326.0911,328.0896,n,0,328.0897,328.09,,0,,,328.09,328.0906,,328.0906,328.0906,,0,111,111,111,1,cvmt/test_items/t112.jpeg,o,0.8848,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,328.091,330.0897,o,0,330.0898,330.09,,0,,,330.09,330.0906,,330.0906,330.0907,,0,112,112,112,1,cvmt/test_items/t113.jpeg,n,0.8858,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,330.0911,332.0898,n,0,332.0899,332.0901,,0,,,332.0901,332.0907,,332.0907,332.0909,,0,113,113,113,1,cvmt/test_items/t114.jpeg,o,0.9963,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,332.0912,334.0897,,0,334.0897,334.273,n,0,0.1681,,334.273,334.2736,,334.2736,334.2737,,0,114,114,114,1,cvmt/test_items/t115.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,334.274,336.2731,,0,336.2731,340.1064,n,0,3.8161,,340.1064,340.1159,,340.1159,340.116,,0,115,115,115,1,cvmt/test_items/t116.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,340.1163,342.1064,,0,342.1065,345.4231,o,1,3.2983,,345.4232,345.4331,,345.4331,345.4331,,0,116,116,116,1,cvmt/test_items/t117.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,345.4333,347.423,,0,347.423,348.3229,n,0,0.8924,,348.3229,348.3322,,348.3322,348.3323,,0,117,117,117,1,cvmt/test_items/t118.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,348.3325,350.323,o,1,350.323,350.3252,,0,,,350.3252,350.3256,,350.3256,350.3257,,0,118,118,118,1,cvmt/test_items/t119.jpeg,o,0.8468,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,350.3259,352.3229,,0,352.323,352.3232,,0,,,352.3232,352.3236,,352.3236,352.3238,,0,119,119,119,1,cvmt/test_items/t120.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,352.3241,354.323,o,1,354.323,354.3232,,0,,,354.3232,354.3239,,354.3239,354.3239,,0,120,120,120,1,cvmt/test_items/t121.jpeg,o,0.0003,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,354.3243,356.323,o,1,356.3231,356.3233,,0,,,356.3233,356.3239,,356.3239,356.324,,0,121,121,121,1,cvmt/test_items/t122.jpeg,o,0.6865,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,356.3243,358.323,o,0,358.3231,358.3233,,0,,,358.3233,358.3239,,358.3239,358.324,,0,122,122,122,1,cvmt/test_items/t123.jpeg,n,1.057,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,358.3244,360.323,n,0,360.3231,360.3233,,0,,,360.3233,360.3238,,360.3239,360.3239,,0,123,123,123,1,cvmt/test_items/t124.jpeg,o,1.3668,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,360.3242,362.3229,o,1,362.323,362.3231,,0,,,362.3232,362.3235,,362.3236,362.3237,,0,124,124,124,1,cvmt/test_items/t125.jpeg,o,0.7135,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,362.3239,364.323,n,0,364.3231,364.3233,,0,,,364.3234,364.3239,,364.3239,364.324,,0,125,125,125,1,cvmt/test_items/t126.jpeg,o,0.8133,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,364.3244,366.323,o,1,366.323,366.3234,,0,,,366.3234,366.324,,366.324,366.324,,0,126,126,126,1,cvmt/test_items/t127.jpeg,o,0.7508,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,366.3243,368.3231,n,0,368.3231,368.3234,,0,,,368.3234,368.324,,368.324,368.3241,,0,127,127,127,1,cvmt/test_items/t128.jpeg,o,1.5406,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,368.3245,370.3229,o,1,370.3229,370.3231,,0,,,370.3232,370.3235,,370.3235,370.3236,,0,128,128,128,1,cvmt/test_items/t129.jpeg,o,0.6884,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,370.3237,372.3232,o,1,372.3232,372.3235,,0,,,372.3235,372.3241,,372.3241,372.3242,,0,129,129,129,1,cvmt/test_items/t130.jpeg,o,0.6814,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,372.3245,374.323,n,1,374.3231,374.3233,,0,,,374.3233,374.3239,,374.3239,374.324,,0,130,130,130,1,cvmt/test_items/t131.jpeg,n,1.1307,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,374.3244,376.3229,n,0,376.3229,376.3231,,0,,,376.3231,376.3236,,376.3236,376.3236,,0,131,131,131,1,cvmt/test_items/t132.jpeg,o,0.9843,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,376.3238,378.323,o,1,378.3231,378.3233,,0,,,378.3233,378.3238,,378.3238,378.324,,0,132,132,132,1,cvmt/test_items/t133.jpeg,o,0.7192,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,378.3243,380.3228,n,0,380.323,380.3231,,0,,,380.3231,380.3235,,380.3235,380.3237,,0,133,133,133,1,cvmt/test_items/t134.jpeg,o,1.5218,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,380.3239,382.3231,n,0,382.3231,382.3233,,0,,,382.3234,382.324,,382.324,382.3241,,0,134,134,134,1,cvmt/test_items/t135.jpeg,o,1.5771,,,,,,,,,,,,,,,,,,,,,,,
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.3251,382.3253,0.0002,382.337,386.3077,space,3.4053,,386.3182,398.2751,1,11.9437,0,0,0,0,1,1,1,WOV,8B,Practiced the virtuoso many pieces.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.2759,403.574,5.5,5.2958,0,1,1,1,1,1,2,AS,6A,The rickety old boat sank.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.5743,409.8397,2,6.2542,0,2,2,2,1,1,3,WO,6A,The waiter set the table promptly.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.8401,414.6886,1.1,4.8461,0,3,3,3,1,1,4,control,12B,They anticipate that everybody you do will contact Megan.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.689,420.0061,5,5.3151,0,4,4,4,1,1,5,ASV,11B,The cat moved himself away.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0064,423.9063,1,3.8876,0,5,5,5,1,1,6,ASV,7B,She laughed herself at the dog.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.9069,430.055,6,6.1454,0,6,6,6,1,1,7,AS,5A,The professor cried about the article.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0553,434.7892,6.5,4.7199,0,7,7,7,1,1,8,WO,5A,My sibling expected a good grade.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.7894,441.1395,6.4,6.3412,0,8,8,8,1,1,9,filler,1A,There has been a man considered violent.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.1401,445.1551,7,4.0126,0,9,9,9,1,1,10,AS,2A,Taylor subscribed to the channel.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.1553,453.0727,1.8,7.9151,0,10,10,10,1,1,11,control,10B,There might fossils seem to be several miles underground.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0731,457.2562,1,4.1704,0,11,11,11,1,1,12,ASV,8B,Esperanza sighed herself at the desk.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.2568,461.0561,7,3.7882,0,12,12,12,1,1,13,WOV,9B,Read we five pages each night.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0568,465.889,1,4.8297,0,13,13,13,1,1,14,WOV,7B,Frightened the eerie sound Seth.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.8893,474.156,7,8.2628,0,14,14,14,1,1,15,filler,2A,"Arty is sick, and Mark is too."
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.1564,478.7895,1.5,4.6213,0,15,15,15,1,1,16,ASV,9B,The prime minister confessed herself to bribery.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.7902,483.1728,3,4.3695,0,16,16,16,1,1,17,control,7B,Olivia told Gregory when to exonerate herself.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.1733,487.8228,1.5,4.6377,0,17,17,17,1,1,18,control,11B,There are likely students to be in the library.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.8234,490.9559,6.5,3.1288,0,18,18,18,1,1,19,filler,5A,I told Mandy who would win the election.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.9562,495.0893,1,4.1296,0,19,19,19,1,1,20,control,9B,We consider there three problems.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.0897,498.4721,1,3.3782,0,20,20,20,1,1,21,control,8B,She called Victor and yelled at.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.4725,504.5892,7,6.1129,0,21,21,21,1,1,22,WO,4A,The bully pushed every student.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.5897,512.5227,7,7.9284,0,22,22,22,1,1,23,WO,3A,Miguel baked delicious cupcakes.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.523,515.9561,7,3.4205,0,23,23,23,1,1,24,WO,1A,Abby answered the question.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.9566,519.3731,7,3.4142,0,24,24,24,1,1,25,filler,3A,Brittany attempted to touch the porcupine.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.3734,522.3227,7,2.9451,0,25,25,25,1,1,26,AS,3A,Gracie stayed by the window.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.3231,530.3559,1.4,8.0296,0,26,26,26,1,1,27,WOV,11B,Wrote she her boyfriend a poem.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.3562,540.056,1,9.6864,0,27,27,27,1,1,28,WOV,12B,Watched Lily a movie.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0564,544.106,7,4.0453,0,28,28,28,1,1,29,WO,2A,Jackie won the close race.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.1063,549.9226,7,5.814,0,29,29,29,1,1,30,AS,4A,Tomas drank from the water pitcher.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.923,553.8061,1,3.8698,0,30,30,30,1,1,31,WOV,10B,Kissed Kareem his boyfriend.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.8067,558.8229,7,5.0036,0,31,31,31,1,1,32,ASV,10B,The children quieted themselves.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.8235,574.8726,7,16.0363,0,32,32,32,1,1,33,AS,1A,They fidgeted in their chairs.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.8732,580.3894,7,5.5025,0,33,33,33,1,1,34,filler,4A,It seems to him that Kim solved the problem.
,,117393,180,1,2024-03-07_21h47.59.889,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.39,583.8889,7,3.497,0,34,34,34,1,1,35,ASV,12B,The swimmers shaved themselves.
