word,img,sentence,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,target,foils,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxC_trials.thisRepN,S2_sentPraxC_trials.thisTrialN,S2_sentPraxC_trials.thisN,S2_sentPraxC_trials.thisIndex,too_fast_punish2.thisRepN,too_fast_punish2.thisTrialN,too_fast_punish2.thisN,too_fast_punish2.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_C_instr_text.started,comp_target1.started,comp_target2.started,comp_target3.started,comp_target4.started,sentPrax_C_begin.started,blankITI.started,sentPrax_trg_sent.started,blankITI.stopped,sentPrax_trg_sent.stopped,top_left_img.started,top_right_img.started,bott_left_img.started,bott_right_img.started,target1.started,target2.started,target3.started,target4.started,sentPrax_trg_sent_2.started,S2_sentPrax_C_resp.started,S2_sentPrax_C_resp.keys,S2_sentPrax_C_resp.corr,S2_sentPrax_C_resp.rt,sentPrax_C_fb.started,sentPrax_score_update.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,sent_Prax_P_img.started,blankITI_2.stopped,sent_Prax_P_img.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,yab lu neimo lu neep,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence63.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.0292962999956,1078.4567699999898,1078.4567699999898,1079.4774724000017,1079.4774724000017,1079.4774724000017,1079.4774724000017,1079.4774724000017,1079.4774724000017,1079.4774724000017,1079.4774724000017,1079.4774724000017,1079.4774724000017,1079.5582594000007,4,1,11.063444900006289,1090.644076800003,1090.644076800003,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu neep praz li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence68.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.65485359999,1092.0819595999928,1092.0819595999928,1093.1050390000019,1093.1050390000019,1093.1050390000019,1093.1050390000019,1093.1050390000019,1093.1050390000019,1093.1050390000019,1093.1050390000019,1093.1050390000019,1093.1050390000019,1093.17915299999,1,1,5.3949544000061,1098.588990999997,1098.588990999997,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,yab lu pleck lu vode,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence39.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.5996677999938,1100.0268040999945,1100.0268040999945,1101.0355972999969,1101.0355972999969,1101.0355972999969,1101.0355972999969,1101.0355972999969,1101.0355972999969,1101.0355972999969,1101.0355972999969,1101.0355972999969,1101.0355972999969,1101.1135416000034,3,1,5.594463399989763,1106.7327751999983,1106.7327751999983,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu blom lu troise,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence14.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.7441011999908,1108.1707922999922,1108.1707922999922,1109.2208339999925,1109.2208339999925,1109.2208339999925,1109.2208339999925,1109.2208339999925,1109.2208339999925,1109.2208339999925,1109.2208339999925,1109.2208339999925,1109.2208339999925,1109.2959033999941,3,1,3.6978323999937857,1113.011775699997,1113.011775699997,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu blom zayma li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence105.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.0226870999904,1114.4497446000023,1114.4497446000023,1115.5016593000037,1115.5016593000037,1115.5016593000037,1115.5016593000037,1115.5016593000037,1115.5016593000037,1115.5016593000037,1115.5016593000037,1115.5016593000037,1115.5016593000037,1115.5752121999976,4,1,4.8464984000020195,1120.4438012000028,1120.4438012000028,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu pleck zayma li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence103.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.4547518999898,1121.8820240999921,1121.8820240999921,1122.8509051,1122.8509051,1122.8509051,1122.8509051,1122.8509051,1122.8509051,1122.8509051,1122.8509051,1122.8509051,1122.8509051,1122.9245757000026,4,1,12.03111130000616,1134.981077599994,1134.981077599994,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu vode lu neep,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence17.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.991612999991,1136.418989400001,1136.418989400001,1137.4764355999941,1137.4764355999941,1137.4764355999941,1137.4764355999941,1137.4764355999941,1137.4764355999941,1137.4764355999941,1137.4764355999941,1137.4764355999941,1137.4764355999941,1137.55799999999,3,1,8.515668599997298,1146.100540200001,1146.100540200001,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu blom lu neep,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence12.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.1118657999905,1147.5386310999893,1147.5386310999893,1148.539329799998,1148.539329799998,1148.539329799998,1148.539329799998,1148.539329799998,1148.539329799998,1148.539329799998,1148.539329799998,1148.539329799998,1148.539329799998,1148.6220060999913,2,1,1.8977131999999983,1150.5428060999984,1150.5428060999984,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu neimo lu vode,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence29.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.5542186999955,1151.9809240999894,1151.9809240999894,1153.0185772999976,1153.0185772999976,1153.0185772999976,1153.0185772999976,1153.0185772999976,1153.0185772999976,1153.0185772999976,1153.0185772999976,1153.0185772999976,1153.0185772999976,1153.0927852000023,4,1,2.3649736999941524,1155.4835618999932,1155.4835618999932,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu vode praz li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence70.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.4943073999893,1156.9212783999974,1156.9212783999974,1157.9009726999939,1157.9009726999939,1157.9009726999939,1157.9009726999939,1157.9009726999939,1157.9009726999939,1157.9009726999939,1157.9009726999939,1157.9009726999939,1157.9009726999939,1157.9750227999903,3,1,4.450724000009359,1162.4457626999938,1162.4457626999938,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu troise zayma li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence107.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.4566598999954,1163.8839178999915,1163.8839178999915,1164.8416769000032,1164.8416769000032,1164.8416769000032,1164.8416769000032,1164.8416769000032,1164.8416769000032,1164.8416769000032,1164.8416769000032,1164.8416769000032,1164.8416769000032,1164.9232955999905,4,1,6.010359799998696,1170.9603539999953,1170.9603539999953,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu neep nim li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence32.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.9709059000015,1172.3984520999948,1172.3984520999948,1173.411820399997,1173.411820399997,1173.411820399997,1173.411820399997,1173.411820399997,1173.411820399997,1173.411820399997,1173.411820399997,1173.411820399997,1173.411820399997,1173.4943417999893,3,1,17.159275800004252,1190.6795221999928,1190.6795221999928,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu neimo lu pleck,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence26.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.6904057999927,1192.1173821999982,1192.1173821999982,1193.128737299994,1193.128737299994,1193.128737299994,1193.128737299994,1193.128737299994,1193.128737299994,1193.128737299994,1193.128737299994,1193.128737299994,1193.128737299994,1193.201807599995,2,1,2.400006299998495,1195.6199742000026,1195.6199742000026,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
