load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmt_key_resp2.rt,cvmt_key_resp2.duration,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,cvmt_key_resp.rt,cvmt_key_resp.duration,key_resp_15.rt,key_resp_15.duration,cvmt_final_samp_fb_key_resp.rt,cvmt_final_samp_fb_key_resp.duration,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent
0,0.003,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,0.008,1.709,1.713,2.32,2.34,4.332,,0,4.333,25.949,n,1,21.591,,25.95,25.951,,25.951,25.952,,0,0,0,0,1,cvmt/sample/s1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,25.953,27.946,n,1,27.946,27.947,,0,,,27.947,27.947,,27.947,27.948,,0,1,1,1,1,cvmt/sample/s2.jpg,n,0.942,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,27.948,29.947,o,1,29.948,29.948,,0,,,29.948,29.949,,29.949,29.949,,0,2,2,2,1,cvmt/sample/s3.jpg,o,1.028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,29.95,31.948,n,1,31.948,31.948,,0,,,31.949,31.949,,31.949,31.949,,0,3,3,3,1,cvmt/sample/s4.jpg,n,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,31.949,33.949,n,1,33.949,33.95,,0,,,33.95,33.95,,33.95,33.95,,0,4,4,4,1,cvmt/sample/s5.jpg,n,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,33.951,35.953,o,0,35.953,35.953,,0,,,35.953,39.602,c,39.602,39.602,,0,5,5,5,1,cvmt/sample/s6.jpg,n,0.271,,3.609,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,39.603,41.604,o,1,41.604,41.604,,0,,,41.604,41.606,,41.606,41.607,,0,6,6,6,1,cvmt/sample/s7.jpg,o,1.402,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,41.607,43.607,n,1,43.607,43.608,,0,,,43.608,43.608,,43.608,43.608,,0,7,7,7,1,cvmt/sample/s8.jpg,n,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,43.608,45.606,n,1,45.606,45.606,,0,,,45.606,45.607,,45.607,45.607,,0,8,8,8,1,cvmt/sample/s9.jpg,n,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,45.607,47.608,n,1,47.608,47.608,,0,,,47.608,47.609,,47.609,47.609,,0,9,9,9,1,cvmt/sample/s10.jpg,n,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,47.609,49.608,o,1,49.608,49.609,,0,,,49.609,49.609,,49.609,52.26,c,0,10,10,10,1,cvmt/sample/s11.jpg,o,0.716,,,,2.588,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,52.261,66.768,66.776,68.769,n,1,68.77,68.77,,0,,,68.77,68.771,,68.771,68.774,,0,0,0,0,1,cvmt/test_items/t1.jpeg,n,1.085,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,68.775,70.77,n,1,70.771,70.771,,0,,,70.771,70.771,,70.771,70.772,,0,1,1,1,1,cvmt/test_items/t2.jpeg,n,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,110563,171,1,2024-03-13_00h34.19.847,Memory and Syntax,2023.2.3,MacIntel,62.5,,,,,70.772,72.772,,0,72.772,72.838,n,0,0.056,,72.838,72.838,,72.838,72.839,,0,2,2,2,1,cvmt/test_items/t3.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
