word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,s2_engAJT_trials.thisRepN,s2_engAJT_trials.thisTrialN,s2_engAJT_trials.thisN,s2_engAJT_trials.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,load_text.started,load_text.stopped,ajt_instr.started,ajt_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.started,start_ajt.stopped,vocab_text.started,vocab_text.stopped,vocab_image.started,vocab_image.stopped,S2_vrepeat.started,S2_vrepeat.stopped,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.stopped,vtest_instr_text.started,vtest_instr_text.stopped,S2_vocabTest_resp,S2_vocabTest_resp.rts,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_key_resp.started,S2_vtest_key_resp.stopped,S2_vtest_text.started,S2_vtest_text.stopped,S2_vtest_img.started,S2_vtest_img.stopped,S2_vtest_fb.started,S2_vtest_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,13.663368940353394,None,15.670073986053467,None,space,1.6333990097045898,15.670073986053467,None,19.521427154541016,None,19.521427154541016,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,5,,,,,,,,,,,,,,,,,20.62120294570923,None,20.62120294570923,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,22.036756992340088,None,22.036756992340088,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,22.432067155838013,None,22.432067155838013,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,,,23.8434419631958,None,23.8434419631958,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,5,5,0,,,,,,,,,,,,,,,,,24.516549110412598,None,24.516549110412598,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,6,3,,,,,,,,,,,,,,,,,26.43511700630188,None,26.43511700630188,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,7,1,,,,,,,,,,,,,,,,,28.022396087646484,None,28.022396087646484,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,2,8,4,,,,,,,,,,,,,,,,,29.307657957077026,None,29.307657957077026,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,3,9,2,,,,,,,,,,,,,,,,,32.513779163360596,None,32.513779163360596,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,4,10,5,,,,,,,,,,,,,,,,,33.38110899925232,None,33.38110899925232,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,5,11,0,,,,,,,,,,,,,,,,,34.65324401855469,None,34.65324401855469,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,35.613430976867676,None,t,1.2164840698242188,35.613430976867676,None,36.863044023513794,None,lu pleck,[4.5317299365997314],"['l', 'u', 'backspace', 'l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.7434661388397217, 0.9290051460266113, 1.7377190589904785, 2.2828760147094727, 2.463804006576538, 3.066707134246826, 3.341628074645996, 3.4326670169830322, 3.569869041442871, 3.7581210136413574, 3.8673789501190186, 4.5317299365997314]",51.98628497123718,None,51.98628497123718,None,51.98628497123718,None,56.54922604560852,None,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,lu nrp,[5.276997089385986],"['y', 'backspace', 'l', 'u', 'space', 'n', 'r', 'e', 'p', 'return']","[0.9654321670532227, 1.6240510940551758, 2.1670122146606445, 2.5294291973114014, 2.810288190841675, 3.1149721145629883, 3.454936981201172, 4.684736013412476, 4.932794094085693, 5.276997089385986]",58.0793981552124,None,58.0793981552124,None,58.0793981552124,None,63.378836154937744,None,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,lu blom,[4.028328895568848],"['l', 'u', 'space', 'b', 'l', 'o', 'm', 'return']","[2.1245920658111572, 2.495527982711792, 2.7785611152648926, 3.302366018295288, 3.438283920288086, 3.611783027648926, 3.726270914077759, 4.028328895568848]",64.3853931427002,None,64.3853931427002,None,64.3853931427002,None,68.44492411613464,None,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,lufv fdv,[4.396932125091553],"['l', 'u', 'f', 'v', 'space', 'f', 'd', 'v', 'return']","[0.8900690078735352, 1.208583116531372, 2.492962121963501, 2.6297249794006348, 3.6510820388793945, 3.7285280227661133, 3.791841983795166, 3.9476170539855957, 4.396932125091553]",70.39436411857605,None,70.39436411857605,None,70.39436411857605,None,74.81152510643005,None,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,[0.8751580715179443],['return'],[0.8751580715179443],76.31916213035583,None,76.31916213035583,None,76.31916213035583,None,81.22778797149658,None,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,[1.3025031089782715],['return'],[1.3025031089782715],82.23010015487671,None,82.23010015487671,None,82.23010015487671,None,87.577073097229,None,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,lu pleck,[2.6886239051818848],"['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.7828118801116943, 1.010016918182373, 1.1669368743896484, 1.319908857345581, 1.4052069187164307, 1.4754509925842285, 1.6526768207550049, 1.731766939163208, 2.6886239051818848]",88.58002710342407,None,88.58002710342407,None,88.58002710342407,None,91.2935380935669,None,1,2,2022-10-15_20h50.48.360,memory and syntax,2022.1.1,60.17134823401142,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3.0456199645996094],None,,92.85807943344116,None,92.85807943344116,None,92.85807943344116,None,,,,,,,,,
