load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmt_key_resp.rt,cvmt_key_resp.duration,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,231.1577,233.156,o,1,0.9345,,233.1561,233.1562,,0,233.1562,233.1567,,233.1567,233.1567,,0,103,103,103,1,cvmt/test_items/t104.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,233.157,235.1561,n,1,0.6989,,235.1562,235.1564,,0,235.1564,235.1569,,235.1569,235.1571,,0,104,104,104,1,cvmt/test_items/t105.jpeg,n,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,235.1575,237.1562,o,1,1.1424,,237.1562,237.1564,,0,237.1564,237.1571,,237.1571,237.1572,,0,105,105,105,1,cvmt/test_items/t106.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,237.1575,239.1562,o,1,1.2082,,239.1562,239.1564,,0,239.1564,239.157,,239.1571,239.1571,,0,106,106,106,1,cvmt/test_items/t107.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,239.1574,241.1562,n,0,0.763,,241.1562,241.1565,,0,241.1565,241.1571,,241.1571,241.1571,,0,107,107,107,1,cvmt/test_items/t108.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,241.1575,243.1562,n,0,1.2484,,243.1562,243.1565,,0,243.1565,243.1571,,243.1571,243.1571,,0,108,108,108,1,cvmt/test_items/t109.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,243.1575,245.1561,n,0,0.8334,,245.1562,245.1565,,0,245.1565,245.157,,245.157,245.1571,,0,109,109,109,1,cvmt/test_items/t110.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,245.1575,247.1562,o,1,1.1127,,247.1563,247.1565,,0,247.1566,247.1571,,247.1571,247.1572,,0,110,110,110,1,cvmt/test_items/t111.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,247.1575,249.1562,n,0,0.8796,,249.1562,249.1564,,0,249.1564,249.1569,,249.157,249.1571,,0,111,111,111,1,cvmt/test_items/t112.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,249.1574,251.1562,o,0,0.8322,,251.1562,251.1565,,0,251.1566,251.157,,251.157,251.1572,,0,112,112,112,1,cvmt/test_items/t113.jpeg,n,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,251.1575,253.1562,n,0,0.7475,,253.1562,253.1564,,0,253.1564,253.157,,253.1571,253.1572,,0,113,113,113,1,cvmt/test_items/t114.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,253.1574,255.1561,o,1,0.7329,,255.1561,255.1562,,0,255.1563,255.1566,,255.1566,255.1566,,0,114,114,114,1,cvmt/test_items/t115.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,255.1569,257.1561,n,0,0.7292,,257.1561,257.1564,,0,257.1564,257.157,,257.157,257.1572,,0,115,115,115,1,cvmt/test_items/t116.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,257.1577,259.1561,o,1,0.7507,,259.1562,259.1564,,0,259.1564,259.157,,259.157,259.1571,,0,116,116,116,1,cvmt/test_items/t117.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,259.1574,261.1558,o,1,0.6929,,261.1558,261.1559,,0,261.1559,261.1561,,261.1561,261.1561,,0,117,117,117,1,cvmt/test_items/t118.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,261.1562,263.1561,o,1,0.6683,,263.1562,263.1564,,0,263.1564,263.157,,263.157,263.157,,0,118,118,118,1,cvmt/test_items/t119.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,263.1574,265.1561,o,1,0.7146,,265.1562,265.1564,,0,265.1564,265.1569,,265.1569,265.1571,,0,119,119,119,1,cvmt/test_items/t120.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,265.1574,267.1561,o,1,1.0241,,267.1561,267.1564,,0,267.1564,267.157,,267.157,267.157,,0,120,120,120,1,cvmt/test_items/t121.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,267.1574,269.1561,o,1,0.9161,,269.1562,269.1564,,0,269.1564,269.1569,,269.157,269.1571,,0,121,121,121,1,cvmt/test_items/t122.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,269.1574,271.1561,o,0,0.6736,,271.1562,271.1564,,0,271.1564,271.157,,271.157,271.157,,0,122,122,122,1,cvmt/test_items/t123.jpeg,n,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,271.1574,273.156,o,1,0.8698,,273.1561,273.1563,,0,273.1564,273.1569,,273.1569,273.157,,0,123,123,123,1,cvmt/test_items/t124.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,273.1574,275.156,o,1,0.6508,,275.1561,275.1563,,0,275.1564,275.157,,275.157,275.157,,0,124,124,124,1,cvmt/test_items/t125.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,275.1574,277.1561,o,1,0.5897,,277.1562,277.1564,,0,277.1565,277.157,,277.1571,277.1572,,0,125,125,125,1,cvmt/test_items/t126.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,277.1575,279.1561,o,1,0.5982,,279.1562,279.1564,,0,279.1564,279.1569,,279.1569,279.157,,0,126,126,126,1,cvmt/test_items/t127.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,279.1574,281.1562,o,1,0.6461,,281.1562,281.1564,,0,281.1565,281.157,,281.1571,281.1571,,0,127,127,127,1,cvmt/test_items/t128.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,281.1574,283.1561,o,1,0.6676,,283.1561,283.1563,,0,283.1563,283.1569,,283.1569,283.157,,0,128,128,128,1,cvmt/test_items/t129.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,283.1573,285.1559,o,1,0.5749,,285.1561,285.1562,,0,285.1563,285.1566,,285.1566,285.1567,,0,129,129,129,1,cvmt/test_items/t130.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,285.1569,287.1561,o,0,0.8174,,287.1562,287.1564,,0,287.1564,287.1569,,287.1569,287.157,,0,130,130,130,1,cvmt/test_items/t131.jpeg,n,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,287.1573,289.156,o,1,1.5801,,289.1561,289.1564,,0,289.1564,289.1569,,289.1569,289.157,,0,131,131,131,1,cvmt/test_items/t132.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,289.1573,291.1557,o,1,0.7029,,291.1558,291.1559,,0,291.156,291.1562,,291.1562,291.1562,,0,132,132,132,1,cvmt/test_items/t133.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,291.1564,293.1561,o,1,0.6393,,293.1561,293.1564,,0,293.1564,293.1569,,293.1569,293.157,,0,133,133,133,1,cvmt/test_items/t134.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,293.1574,295.1561,o,1,0.8206,,295.1562,295.1565,,0,295.1565,295.1571,,295.1571,295.1572,,0,134,134,134,1,cvmt/test_items/t135.jpeg,o,,,,,,,,,,,,,,,,,,,,,,
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.1583,295.1587,0.0004,295.167,300.5574,space,4.8176,,300.5687,306.4076,1,5.8249,0,0,0,0,1,1,1,WOV,8B,Practiced the virtuoso many pieces.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.4082,310.2727,6,3.8618,0,1,1,1,1,1,2,AS,6A,The rickety old boat sank.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.273,313.6732,5,3.3891,0,2,2,2,1,1,3,WO,6A,The waiter set the table promptly.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.6738,317.206,1,3.5274,0,3,3,3,1,1,4,control,12B,They anticipate that everybody you do will contact Megan.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.2064,320.4726,6,3.2556,0,4,4,4,1,1,5,ASV,11B,The cat moved himself away.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.4731,324.1392,1,3.6639,0,5,5,5,1,1,6,ASV,7B,She laughed herself at the dog.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.1397,327.4394,6,3.2866,0,6,6,6,1,1,7,AS,5A,The professor cried about the article.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.4399,331.756,7,4.3138,0,7,7,7,1,1,8,WO,5A,My sibling expected a good grade.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.7563,347.356,6,15.5867,0,8,8,8,1,1,9,filler,1A,There has been a man considered violent.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.3567,353.7228,6,6.3532,0,9,9,9,1,1,10,AS,2A,Taylor subscribed to the channel.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.7234,360.8056,1.1,7.0783,0,10,10,10,1,1,11,control,10B,There might fossils seem to be several miles underground.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.8061,365.5057,1,4.6967,0,11,11,11,1,1,12,ASV,8B,Esperanza sighed herself at the desk.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.506,368.506,6,2.9873,0,12,12,12,1,1,13,WOV,9B,Read we five pages each night.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.5065,371.3721,1,2.8622,0,13,13,13,1,1,14,WOV,7B,Frightened the eerie sound Seth.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.3723,374.6222,6,3.2377,0,14,14,14,1,1,15,filler,2A,"Arty is sick, and Mark is too."
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.6225,380.056,1,5.4305,0,15,15,15,1,1,16,ASV,9B,The prime minister confessed herself to bribery.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0565,384.7058,1,4.6358,0,16,16,16,1,1,17,control,7B,Olivia told Gregory when to exonerate herself.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.7063,388.6215,1,3.9127,0,17,17,17,1,1,18,control,11B,There are likely students to be in the library.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.6218,391.4882,6,2.8547,0,18,18,18,1,1,19,filler,5A,I told Mandy who would win the election.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.4885,394.6226,1,3.1208,0,19,19,19,1,1,20,control,9B,We consider there three problems.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.6231,397.3893,1,2.7529,0,20,20,20,1,1,21,control,8B,She called Victor and yelled at.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.3898,400.4724,6,3.0787,0,21,21,21,1,1,22,WO,4A,The bully pushed every student.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.4729,403.522,5.9,3.0458,0,22,22,22,1,1,23,WO,3A,Miguel baked delicious cupcakes.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.5223,406.4054,6,2.8704,0,23,23,23,1,1,24,WO,1A,Abby answered the question.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.4059,409.5391,6,3.1297,0,24,24,24,1,1,25,filler,3A,Brittany attempted to touch the porcupine.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.5396,412.2885,6,2.7461,0,25,25,25,1,1,26,AS,3A,Gracie stayed by the window.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.2889,415.6882,1,3.3898,0,26,26,26,1,1,27,WOV,11B,Wrote she her boyfriend a poem.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.6886,419.5392,1,3.8379,0,27,27,27,1,1,28,WOV,12B,Watched Lily a movie.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.5398,422.6057,6.1,3.0532,0,28,28,28,1,1,29,WO,2A,Jackie won the close race.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.6062,425.7557,6,3.1462,0,29,29,29,1,1,30,AS,4A,Tomas drank from the water pitcher.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.756,428.8226,1,3.0536,0,30,30,30,1,1,31,WOV,10B,Kissed Kareem his boyfriend.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.8231,432.1058,6,3.2792,0,31,31,31,1,1,32,ASV,10B,The children quieted themselves.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.1062,435.0058,6,2.8869,0,32,32,32,1,1,33,AS,1A,They fidgeted in their chairs.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0063,438.6891,6,3.6787,0,33,33,33,1,1,34,filler,4A,It seems to him that Kim solved the problem.
,,117393,109,1,2024-03-07_22h02.38.314,Memory and Syntax,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.6894,441.2723,6,2.5784,0,34,34,34,1,1,35,ASV,12B,The swimmers shaved themselves.
