load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
1E-04,0.0048,109755,127,1,2024-03-08_02h09.43.912,Memory and Syntax,2023.2.3,MacIntel,60.24096386
