load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,gjt_load.started,gjt_load.stopped,gjtInstr2.started,gjtInstr2.stopped,gjtMS_pres.started,gjtMS_pres.stopped,gjtMS_res.started,gjtMS_res.stopped,gjt_key_resp_2.keys,gjt_key_resp_2.corr,gjt_key_resp_2.rt,gjt_key_resp_2.duration,gjtMS_trials.thisRepN,gjtMS_trials.thisTrialN,gjtMS_trials.thisN,gjtMS_trials.thisIndex,gjtMS_trials.ran,version,list,sentence,arg_str,old_or_new,test_item,condition,gjt_corrAns,img,audio,asrt.started,asrt,asrt.stopped
1E-04,0.0059,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,0.0228,1.0106,1.0107,16.9946,17.0046,23.4947,23.4949,25.5441,y,0,1.1332,,0,0,0,0,1,v3.1,1,lu blom klin li,intransitive,new,lu blom klin,ungrammatical,n,brocanto/stims/img/sentence105.png,brocanto/stims/audio/lu_blom_klin_li_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,25.5457,32.0435,32.0436,34.0948,n,1,0.0674,,0,1,1,1,1,v3.1,1,lu blom klin li,intransitive,new,lu blom klin,ungrammatical,n,brocanto/stims/img/sentence105.png,brocanto/stims/audio/lu_blom_klin_li_1.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,34.096,40.5949,40.595,42.6449,y,1,0.4999,,0,2,2,2,1,v3.1,1,gop lu neimo lu neep,transitive,old,gop lu neimo lu neep,grammatical,y,brocanto/stims/img/sentence99.png,brocanto/stims/audio/gop_lu_neimo_lu_neep_1.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,42.6587,49.1451,49.1451,51.1951,n,1,0.2682,,0,3,3,3,1,v3.1,1,lu pleck zayma li,intransitive,old,li pleck zayma lu,filler,n,brocanto/stims/img/sentence67.png,brocanto/stims/audio/lu_pleck_zayma_li_1.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,51.209,57.6953,57.6953,59.7454,n,1,0.3006,,0,4,4,4,1,v3.1,1,lu pleck nim li,intransitive,old,lu pleck nim,ungrammatical,n,brocanto/stims/img/sentence109.png,brocanto/stims/audio/lu_pleck_nim_li_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,59.7589,66.2455,66.2456,68.2957,n,1,0.3171,,0,5,5,5,1,v3.1,1,lu pleck nim li,intransitive,old,lu pleck nim,ungrammatical,n,brocanto/stims/img/sentence109.png,brocanto/stims/audio/lu_pleck_nim_li_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,68.3105,74.8125,74.8125,76.8459,y,0,0.545,,0,6,6,6,1,v3.1,1,lu vode zayma li,intransitive,old,lu vode zayma,ungrammatical,n,brocanto/stims/img/sentence70.png,brocanto/stims/audio/lu_vode_zayma_li_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,76.8594,83.3459,83.346,85.3961,n,1,0.3009,,0,7,7,7,1,v3.1,1,noyka lu pleck lu blom,transitive,old,noyka lu blom lu pleck,filler,n,brocanto/stims/img/sentence38.png,brocanto/stims/audio/noyka_lu_pleck_lu_blom_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,85.4101,91.8961,91.8961,93.9462,n,1,0.8014,,0,8,8,8,1,v3.1,1,lu neep nim li,intransitive,old,li neep nim lu,filler,n,brocanto/stims/img/sentence110.png,brocanto/stims/audio/lu_neep_nim_li_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,93.9596,100.4465,100.4465,102.4965,n,0,0.234,,0,9,9,9,1,v3.1,1,nim lu blom lu vode,transitive,old,nim lu blom lu vode,filler,y,brocanto/stims/img/sentence127.png,brocanto/stims/audio/nim_lu_blom_lu_vode_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,102.5099,108.9963,108.9964,111.0467,n,0,0.2696,,0,10,10,10,1,v3.1,1,noyka lu neep lu blom,transitive,new,noyka lu neep lu blom,grammatical,y,brocanto/stims/img/sentence43.png,brocanto/stims/audio/noyka_lu_neep_lu_blom_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,111.0607,117.5467,117.5467,119.5967,n,0,0.2004,,0,11,11,11,1,v3.1,1,lu neimo zayma li,intransitive,old,lu neimo zayma li,grammatical,y,brocanto/stims/img/sentence72.png,brocanto/stims/audio/lu_neimo_zayma_li_1.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,119.6054,126.0959,126.0959,128.1472,n,0,0.3531,,0,12,12,12,1,v3.1,1,lu neimo zayma li,intransitive,old,lu neimo zayma li,grammatical,y,brocanto/stims/img/sentence72.png,brocanto/stims/audio/lu_neimo_zayma_li_1.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,128.1604,134.6464,134.6465,136.6972,n,1,0.5662,,0,13,13,13,1,v3.1,1,yab lu blom lu vode,transitive,old,lu blom yab lu vode,ungrammatical,n,brocanto/stims/img/sentence13.png,brocanto/stims/audio/yab_lu_blom_lu_vode_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,136.7106,143.1975,143.1976,145.2478,n,1,0.2846,,0,14,14,14,1,v3.1,1,lu blom nim li,intransitive,new,blom nim li,filler,n,brocanto/stims/img/sentence111.png,brocanto/stims/audio/lu_blom_nim_li_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,145.2615,151.7466,151.7467,153.7978,n,1,0.2516,,0,15,15,15,1,v3.1,1,lu blom nim li,intransitive,new,blom nim li,filler,n,brocanto/stims/img/sentence111.png,brocanto/stims/audio/lu_blom_nim_li_1.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,153.8112,160.2981,160.2981,162.3479,n,0,1.5332,,0,16,16,16,1,v3.1,1,nim lu vode lu pleck,transitive,old,nim lu vode lu pleck,grammatical,y,brocanto/stims/img/sentence130.png,brocanto/stims/audio/nim_lu_vode_lu_pleck_1.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,162.3613,168.8481,168.8482,170.8979,n,1,0.0135,,0,17,17,17,1,v3.1,1,yab lu vode lu neep,transitive,new,lu vode yab lu neep,ungrammatical,n,brocanto/stims/img/sentence17.png,brocanto/stims/audio/yab_lu_vode_lu_neep_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,170.9114,177.3969,177.3971,179.4481,n,0,0.369,,0,18,18,18,1,v3.1,1,nim lu vode lu neep,transitive,new,nim lu vode lu neep,grammatical,y,brocanto/stims/img/sentence131.png,brocanto/stims/audio/nim_lu_vode_lu_neep_1.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,179.4624,185.9484,185.9485,187.9985,n,0,0.2048,,0,19,19,19,1,v3.1,1,lu vode praz li,intransitive,new,lu vode praz li,grammatical,y,brocanto/stims/img/sentence34.png,brocanto/stims/audio/lu_vode_praz_li_2.,,,
,,118531,098,2,2024-03-15_15h59.29.682,Memory and Syntax,2023.2.3,MacIntel,59.52380952,,,,,188.0112,194.4985,194.4986,196.5486,n,0,0.5342,,0,20,20,20,1,v3.1,1,lu vode praz li,intransitive,new,lu vode praz li,grammatical,y,brocanto/stims/img/sentence34.png,brocanto/stims/audio/lu_vode_praz_li_2.,,,
