load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmt_key_resp.rt,cvmt_key_resp.duration,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,key_resp_15.rt,key_resp_15.duration,cvmt_final_samp_fb_key_resp.rt,cvmt_final_samp_fb_key_resp.duration,cvmt_key_resp2.rt,cvmt_key_resp2.duration,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent
0.001,0.2026,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,0.2134,34.0606,34.0641,43.4435,43.48,45.4596,n,1,1.5134,,45.4599,45.4617,,0,45.462,45.4629,,45.4632,45.4638,,0,0,0,0,1,cvmt/sample/s1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,45.4646,47.4595,o,0,1.2111,,47.4598,47.4604,,0,47.4607,55.66,c,55.6603,55.6609,,0,1,1,1,1,cvmt/sample/s2.jpg,n,8.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,55.6663,57.6595,n,0,1.3337,,57.6597,57.6611,,0,57.6612,69.0928,c,69.0931,69.0936,,0,2,2,2,1,cvmt/sample/s3.jpg,o,11.4174,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,69.0992,71.0928,n,1,1.2928,,71.0932,71.0947,,0,71.0948,71.0961,,71.0963,71.0966,,0,3,3,3,1,cvmt/sample/s4.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,71.0973,73.0928,n,1,1.3158,,73.0931,73.0937,,0,73.0939,73.0944,,73.0946,73.0951,,0,4,4,4,1,cvmt/sample/s5.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,73.0958,75.093,o,0,1.3609,,75.0933,75.094,,0,75.0943,78.2762,c,78.2764,78.277,,0,5,5,5,1,cvmt/sample/s6.jpg,n,3.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,78.2822,80.2762,n,0,1.2462,,80.2765,80.2779,,0,80.2781,86.8596,c,86.8599,86.8604,,0,6,6,6,1,cvmt/sample/s7.jpg,o,6.5637,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,86.8657,88.8596,o,0,1.5397,,88.8599,88.8614,,0,88.8616,94.6763,c,94.6765,94.6771,,0,7,7,7,1,cvmt/sample/s8.jpg,n,5.7997,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,94.6824,96.6762,n,1,1.0958,,96.6765,96.6778,,0,96.678,96.6793,,96.6794,96.6798,,0,8,8,8,1,cvmt/sample/s9.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,96.6806,98.6762,n,1,1.0262,,98.6764,98.6771,,0,98.6773,98.6779,,98.6781,98.6785,,0,9,9,9,1,cvmt/sample/s10.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,98.6793,100.6762,o,1,1.2481,,100.6765,100.6771,,0,100.6773,100.6779,,100.678,106.4929,r,0,10,10,10,1,cvmt/sample/s11.jpg,o,,,5.7942,0.0002,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,106.4984,108.4928,n,1,0.9645,,108.4931,108.4945,,0,108.4947,108.4952,,108.4955,108.4965,,1,0,11,0,1,cvmt/sample/s1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,108.4972,110.4929,n,1,0.4959,,110.4931,110.4937,,0,110.494,110.4945,,110.4947,110.4951,,1,1,12,1,1,cvmt/sample/s2.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,110.4958,112.4928,o,1,1.1947,,112.4931,112.4935,,0,112.4937,112.4943,,112.4945,112.4948,,1,2,13,2,1,cvmt/sample/s3.jpg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,112.4953,114.4929,n,1,0.8281,,114.4932,114.4937,,0,114.494,114.4947,,114.4949,114.4954,,1,3,14,3,1,cvmt/sample/s4.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,114.4964,116.4928,n,1,0.7539,,116.4931,116.4937,,0,116.4939,116.4945,,116.4947,116.4951,,1,4,15,4,1,cvmt/sample/s5.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,116.4958,118.4929,n,1,0.4477,,118.4931,118.4936,,0,118.4939,118.4945,,118.4946,118.495,,1,5,16,5,1,cvmt/sample/s6.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,118.4956,120.4929,o,1,0.9836,,120.4932,120.4939,,0,120.494,120.4947,,120.4948,120.4953,,1,6,17,6,1,cvmt/sample/s7.jpg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,120.496,122.493,n,1,1.327,,122.4932,122.4938,,0,122.494,122.4946,,122.4948,122.4953,,1,7,18,7,1,cvmt/sample/s8.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,122.496,124.4929,n,1,0.9316,,124.4933,124.4939,,0,124.4942,124.4949,,124.4953,124.4958,,1,8,19,8,1,cvmt/sample/s9.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,124.4965,126.4929,n,1,0.86,,126.4932,126.494,,0,126.4943,126.4948,,126.495,126.4954,,1,9,20,9,1,cvmt/sample/s10.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,126.4961,128.4929,o,1,0.7526,,128.4931,128.4937,,0,128.494,128.4944,,128.4947,128.4955,,1,10,21,10,1,cvmt/sample/s11.jpg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,128.4959,134.1594,134.1656,136.1594,n,1,1.2745,,136.1594,136.1605,,0,136.1605,136.1607,,136.1607,136.1608,,0,0,0,0,1,cvmt/test_items/t1.jpeg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,136.1608,138.1598,n,1,0.7894,,138.1598,138.1601,,0,138.1601,138.1606,,138.1606,138.1606,,0,1,1,1,1,cvmt/test_items/t2.jpeg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,138.1608,140.1593,n,0,0.6972,,140.1593,140.1595,,0,140.1595,140.1597,,140.1597,140.1597,,0,2,2,2,1,cvmt/test_items/t3.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,140.1598,142.1593,n,0,0.5591,,142.1593,142.1595,,0,142.1595,142.1596,,142.1597,142.1597,,0,3,3,3,1,cvmt/test_items/t4.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,142.1598,144.1593,n,0,0.5632,,144.1593,144.1594,,0,144.1594,144.1596,,144.1596,144.1596,,0,4,4,4,1,cvmt/test_items/t5.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,144.1597,146.1592,n,0,0.5623,,146.1593,146.1594,,0,146.1595,146.1597,,146.1597,146.1598,,0,5,5,5,1,cvmt/test_items/t6.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,146.1599,148.1592,n,0,0.5291,,148.1593,148.1594,,0,148.1594,148.1596,,148.1596,148.1596,,0,6,6,6,1,cvmt/test_items/t7.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,148.1597,150.1593,o,1,0.6313,,150.1593,150.1595,,0,150.1595,150.1596,,150.1596,150.1597,,0,7,7,7,1,cvmt/test_items/t8.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,150.1597,152.1592,n,0,0.6937,,152.1593,152.1594,,0,152.1594,152.1595,,152.1597,152.1597,,0,8,8,8,1,cvmt/test_items/t9.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,152.1597,154.1593,n,0,0.6506,,154.1593,154.1594,,0,154.1594,154.1596,,154.1596,154.1597,,0,9,9,9,1,cvmt/test_items/t10.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117478,031,1,2024-03-05_22h12.22.997,Memory and Syntax,2023.2.3,Win32,58.47953216,,,,,154.1597,156.1594,n,1,0.6116,,156.1594,156.1595,,0,156.1595,156.1597,,156.1597,156.1597,,0,10,10,10,1,cvmt/test_items/t11.jpeg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
