load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
0.001,0.0093,117478,031,1,2024-03-05_22h34.20.049,Memory and Syntax,2023.2.3,Win32,59.88023952
