ajt_sess,testSent,condition,word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,s2_engAJT_trials.thisRepN,s2_engAJT_trials.thisTrialN,s2_engAJT_trials.thisN,s2_engAJT_trials.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,load_text.started,load_text.stopped,ajt_instr.started,ajt_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.started,start_ajt.stopped,eng_ajt_sent.started,eng_ajt_sent.stopped,acceptability.response,acceptability.rt,acceptability.started,acceptability.stopped,vocab_text.started,vocab_text.stopped,vocab_image.started,vocab_image.stopped,S2_vrepeat.started,S2_vrepeat.stopped,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.stopped,vtest_instr_text.started,vtest_instr_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,The cat bit the dog,filler,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,11.927761793136597,None,13.933631896972656,None,space,0.625309944152832,13.933631896972656,None,14.669107913970947,None,2.0,3.1496658325195312,14.669107913970947,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,The cat bit the dog,filler,,,,,,,0,0,0,0,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,17.794436931610107,None,2.0,0.9312491416931152,17.794436931610107,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,Yup my mind is blank rn,filler,,,,,,,0,0,0,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,18.75137996673584,None,2.0,0.2188119888305664,18.75137996673584,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,you have nothing to lose but your chains,filler,,,,,,,0,0,0,0,0,3,3,28,,,,,,,,,,,,,,,,,,,,,,,,,18.996279001235962,None,2.6,0.610213041305542,18.996279001235962,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,God I wish I could come up with more,filler,,,,,,,0,0,0,0,0,4,4,24,,,,,,,,,,,,,,,,,,,,,,,,,19.630857944488525,None,1.7,0.5219390392303467,19.630857944488525,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,workers of the world,filler,,,,,,,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,20.17778491973877,None,3.3,0.5615639686584473,20.17778491973877,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,unite,filler,,,,,,,0,0,0,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,20.761536836624146,None,2.5,0.496243953704834,20.761536836624146,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,women hold up half the sky,filler,,,,,,,0,0,0,0,0,7,7,29,,,,,,,,,,,,,,,,,,,,,,,,,21.282933950424194,None,3.6,0.5252418518066406,21.282933950424194,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,The dog cried himself,ASV,,,,,,,0,0,0,0,0,8,8,22,,,,,,,,,,,,,,,,,,,,,,,,,21.830938816070557,None,2.3,0.5020689964294434,21.830938816070557,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,God I wish I could come up with more,filler,,,,,,,0,0,0,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,22.358120918273926,None,4.0,0.5437169075012207,22.358120918273926,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,come on brain,filler,,,,,,,0,0,0,0,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,22.924986839294434,None,2.7,0.5390009880065918,22.924986839294434,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,you have nothing to lose but your chains,filler,,,,,,,0,0,0,0,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,23.489032983779907,None,2.0,0.7493331432342529,23.489032983779907,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
