ajt_sess,testSent,condition,word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,s2_engAJT_trials.thisRepN,s2_engAJT_trials.thisTrialN,s2_engAJT_trials.thisN,s2_engAJT_trials.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,load_text.started,load_text.stopped,ajt_instr.started,ajt_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.started,start_ajt.stopped,eng_ajt_sent.started,eng_ajt_sent.stopped,acceptability.response,acceptability.rt,acceptability.started,acceptability.stopped,vocab_text.started,vocab_text.stopped,vocab_image.started,vocab_image.stopped,S2_vrepeat.started,S2_vrepeat.stopped,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.stopped,vtest_instr_text.started,vtest_instr_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,The dog cried himself,ASV,,,,,,,0,0,0,0,0,12,12,2,,,,,,,,,,,,,,,,,,,,,,,,,24.26358985900879,None,2.0,0.3543550968170166,24.26358985900879,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,christ I give up,filler,,,,,,,0,0,0,0,0,13,13,17,,,,,,,,,,,,,,,,,,,,,,,,,24.640244960784912,None,2.0,0.4252359867095947,24.640244960784912,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,here we gooooooo,filler,,,,,,,0,0,0,0,0,14,14,19,,,,,,,,,,,,,,,,,,,,,,,,,25.089318990707397,None,2.9,0.662045955657959,25.089318990707397,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,workers of the world,filler,,,,,,,0,0,0,0,0,15,15,26,,,,,,,,,,,,,,,,,,,,,,,,,25.775741815567017,None,2.3,0.5220251083374023,25.775741815567017,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,Hold up women half the sky,WOV,,,,,,,0,0,0,0,0,16,16,10,,,,,,,,,,,,,,,,,,,,,,,,,26.323685884475708,None,3.5,0.5601639747619629,26.323685884475708,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,The dog the cat chased,filler,,,,,,,0,0,0,0,0,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,26.908134937286377,None,1.9,0.5735151767730713,26.908134937286377,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,think of things,filler,,,,,,,0,0,0,0,0,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,27.505703926086426,None,4.2,0.5594470500946045,27.505703926086426,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,The dog the cat chased,filler,,,,,,,0,0,0,0,0,19,19,21,,,,,,,,,,,,,,,,,,,,,,,,,28.089871883392334,None,2.4,0.5764899253845215,28.089871883392334,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,be so smart,filler,,,,,,,0,0,0,0,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,,,28.690099000930786,None,3.6,0.6442379951477051,28.690099000930786,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,unite,filler,,,,,,,0,0,0,0,0,21,21,27,,,,,,,,,,,,,,,,,,,,,,,,,29.358827829360962,None,2.1,0.5076310634613037,29.358827829360962,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,Chased the dog the cat,WOV,,,,,,,0,0,0,0,0,22,22,20,,,,,,,,,,,,,,,,,,,,,,,,,29.89177393913269,None,1.3,0.5103790760040283,29.89177393913269,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,Yup my mind is blank rn,filler,,,,,,,0,0,0,0,0,23,23,25,,,,,,,,,,,,,,,,,,,,,,,,,30.427121877670288,None,2.4,0.5875430107116699,30.427121877670288,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,come on brain,filler,,,,,,,0,0,0,0,0,24,24,15,,,,,,,,,,,,,,,,,,,,,,,,,31.03842282295227,None,4.0,0.594419002532959,31.03842282295227,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,Chased the dog the cat,WOV,,,,,,,0,0,0,0,0,25,25,0,,,,,,,,,,,,,,,,,,,,,,,,,31.657185792922974,None,2.7,0.5256390571594238,31.657185792922974,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,women hold up half the sky,filler,,,,,,,0,0,0,0,0,26,26,9,,,,,,,,,,,,,,,,,,,,,,,,,32.20775294303894,None,4.0,0.5813789367675781,32.20775294303894,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,Unite workers of the world,WOV,,,,,,,0,0,0,0,0,27,27,11,,,,,,,,,,,,,,,,,,,,,,,,,32.81383991241455,None,1.9,1.13490891456604,32.81383991241455,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,fuck me dude idk,filler,,,,,,,0,0,0,0,0,28,28,12,,,,,,,,,,,,,,,,,,,,,,,,,33.97347092628479,None,3.0,0.5593090057373047,33.97347092628479,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
2,copy and paste,filler,,,,,,,0,0,0,0,0,29,29,18,,,,,,,,,,,,,,,,,,,,,,,,,34.55656695365906,None,4.0,0.5555408000946045,34.55656695365906,None,,,,,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,37.70478081703186,None,37.70478081703186,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,,,39.445419788360596,None,39.445419788360596,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,39.791374921798706,None,39.791374921798706,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,40.81430196762085,None,40.81430196762085,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,,,41.18636679649353,None,41.18636679649353,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,5,5,2,,,,,,,,,,,,,,,,,,,41.767277002334595,None,41.767277002334595,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,6,2,,,,,,,,,,,,,,,,,,,42.195799827575684,None,42.195799827575684,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,7,5,,,,,,,,,,,,,,,,,,,48.89792799949646,None,48.89792799949646,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,2,8,1,,,,,,,,,,,,,,,,,,,50.02899694442749,None,50.02899694442749,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,3,9,4,,,,,,,,,,,,,,,,,,,51.57239079475403,None,51.57239079475403,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,4,10,3,,,,,,,,,,,,,,,,,,,53.30262899398804,None,53.30262899398804,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,5,11,0,,,,,,,,,,,,,,,,,,,54.12725281715393,None,54.12725281715393,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,0,0,5,,,,,,,,,,,,,,,,,,,57.85739588737488,None,57.85739588737488,None,54.82654285430908,None,r,1.8408150672912598,54.82654285430908,None,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,58.39511299133301,None,58.39511299133301,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,,,59.38061594963074,None,59.38061594963074,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,59.75209999084473,None,59.75209999084473,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,4,4,3,,,,,,,,,,,,,,,,,,,61.16692900657654,None,61.16692900657654,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,5,5,4,,,,,,,,,,,,,,,,,,,62.047547817230225,None,62.047547817230225,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,0,6,0,,,,,,,,,,,,,,,,,,,62.41902780532837,None,62.41902780532837,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,1,7,3,,,,,,,,,,,,,,,,,,,64.0518798828125,None,64.0518798828125,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,2,8,5,,,,,,,,,,,,,,,,,,,64.43461990356445,None,64.43461990356445,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,3,9,4,,,,,,,,,,,,,,,,,,,65.73953795433044,None,65.73953795433044,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,4,10,2,,,,,,,,,,,,,,,,,,,66.16053986549377,None,66.16053986549377,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,1,5,11,1,,,,,,,,,,,,,,,,,,,67.33389592170715,None,67.33389592170715,None,,,,,,,,,1,2,2022-10-15_18h33.52.667,memory and syntax,2022.1.1,60.88098296646273,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67559099197388,None,t,9.50080680847168,67.67559099197388,None,77.2093448638916,None,,,,,,,
