word,img,sentence,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,target,foils,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_fb.stopped,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,sent_Prax_P_img.started,sent_Prax_P_img.stopped,blankITI_2.stopped,S2_sentPrax_P_key_resp.started,S2_sentPraxP_resp,S2_sentPraxP_rts,sent_Prax_P_img_3.started,sent_Prax_P_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,brocanto/stims/to_use/sentence14.png,klin lu blom lu troise,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.78362559998641,89.78362559998641,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence105.png,lu blom zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.36644610000076,96.36644610000076,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence103.png,lu pleck zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.96573840000201,102.96573840000201,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence17.png,klin lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.61198180000065,109.61198180000065,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence12.png,klin lu blom lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.20644670000183,116.20644670000183,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence29.png,klin lu neimo lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.78643450001255,122.78643450001255,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence70.png,lu vode praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.3727283999906,129.3727283999906,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence107.png,lu troise zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.96655040001497,135.96655040001497,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence32.png,lu neep nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5689818999963,142.5689818999963,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence26.png,klin lu neimo lu pleck,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.18156450000242,149.18156450000242,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence35.png,lu troise nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.76817739999387,155.76817739999387,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence79.png,noyka lu neep lu blom,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3772992999875,162.3772992999875,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence71.png,lu troise praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.9743451999966,168.9743451999966,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence75.png,noyka lu pleck lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.57694500000798,175.57694500000798,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence72.png,lu neimo praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.16640029998962,182.16640029998962,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence36.png,lu neimo nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.76681480000843,188.76681480000843,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence53.png,yab lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.37230759998783,195.37230759998783,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence69.png,lu blom praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.96754300000612,201.96754300000612,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence104.png,lu neep zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.56909070000984,208.56909070000984,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence89.png,noyka lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.17711170000257,215.17711170000257,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence102.png,noyka lu neimo lu troise,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.7772171999968,221.7772171999968,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence44.png,yab lu neep lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.37682949998998,228.37682949998998,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,brocanto/stims/to_use/sentence34.png,lu vode nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.96515249999356,234.96515249999356,,,,,,,,,,,,,,1,2,2023-02-22_13h42.29.510,Memory and Syntax,2022.2.5,164.92125009861752,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.55534170000465,241.55534170000465,253.01823180000065,253.01823180000065,253.60067189999972,253.77970029998687,253.87636860000202,254.10162880001008,254.10162880001008,,"[0.3716705999977421, 0.18198490000213496, 0.49186929999268614, 0.35385660000611097, 0.5858901999890804, 0.4456744000199251, 0.712163199990755, 0.6135605000017677, 0.8922065999940969]",254.10162880001008,254.10162880001008,,,,,,,
