load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
0.0002,0.0061,115478,088,1,2024-03-13_15h15.44.732,Memory and Syntax,2023.2.3,MacIntel,60.0024001
