load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,gjt_load.started,gjt_load.stopped,gjtInstr2.started,gjtInstr2.stopped,gjtMS_pres.started,gjtMS_pres.stopped,gjtMS_res.started,gjtMS_res.stopped,gjt_key_resp_2.keys,gjt_key_resp_2.corr,gjt_key_resp_2.rt,gjt_key_resp_2.duration,gjtMS_trials.thisRepN,gjtMS_trials.thisTrialN,gjtMS_trials.thisN,gjtMS_trials.thisIndex,gjtMS_trials.ran,version,list,sentence,arg_str,old_or_new,test_item,condition,gjt_corrAns,img,audio,asrt.started,asrt,asrt.stopped
1E-04,0.0114,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,0.0269,0.5069,0.507,1.8196,1.8272,8.3183,8.3186,10.3632,y,1,0.2727,,0,0,0,0,1,v4.1,1,lu troise noyka li,intransitive,old,lu troise noyka li,grammatical,y,brocanto/stims/img/sentence35.png,brocanto/stims/audio/lu_troise_noyka_li_1.,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,10.364,16.8602,16.8603,18.9052,y,1,0.5516,,0,1,1,1,1,v4.1,1,lu troise noyka li,intransitive,old,lu troise noyka li,grammatical,y,brocanto/stims/img/sentence35.png,brocanto/stims/audio/lu_troise_noyka_li_2.,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,18.9066,25.4049,25.4051,27.4489,n,1,0.5663,,0,2,2,2,1,v4.1,1,klin lu troise lu neep,transitive,old,klin lu troise neep,filler,n,brocanto/stims/img/sentence94.png,brocanto/stims/audio/klin_lu_troise_lu_neep_1.,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,27.4502,33.9479,33.948,35.9925,n,1,0.2973,,0,3,3,3,1,v4.1,1,yab lu pleck lu neimo,transitive,old,lu pleck yab lu neimo,ungrammatical,n,brocanto/stims/img/sentence119.png,brocanto/stims/audio/yab_lu_pleck_lu_neimo_2.,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,35.9935,42.4912,42.4914,44.5382,y,1,0.3047,,0,4,4,4,1,v4.1,1,yab lu blom lu troise,transitive,old,yab lu blom lu troise,grammatical,y,brocanto/stims/img/sentence128.png,brocanto/stims/audio/yab_lu_blom_lu_troise_2.,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,44.5391,51.0339,51.0341,53.0796,n,1,0.3978,,0,5,5,5,1,v4.1,1,lu vode nim li,intransitive,old,li vode nim lu,filler,n,brocanto/stims/img/sentence106.png,brocanto/stims/audio/lu_vode_nim_li_1.,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,53.0807,59.5786,59.5787,61.6229,y,1,0.3653,,0,6,6,6,1,v4.1,1,lu blom yab li,intransitive,new,lu blom yab li,grammatical,y,brocanto/stims/img/sentence111.png,brocanto/stims/audio/lu_blom_yab_li_2.,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,61.6319,68.1215,68.1216,70.1659,y,1,0.3189,,0,7,7,7,1,v4.1,1,lu blom yab li,intransitive,new,lu blom yab li,grammatical,y,brocanto/stims/img/sentence111.png,brocanto/stims/audio/lu_blom_yab_li_2.,,,
,,108000,105,2,2024-04-08_15h49.45.854,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,70.1761,76.6643,76.6645,78.7083,n,1,0.2037,,0,8,8,8,1,v4.1,1,lu blom nim li,intransitive,new,lu blom nim,ungrammatical,n,brocanto/stims/img/sentence105.png,brocanto/stims/audio/lu_blom_nim_li_1.,,,
