ajt_sess,testSent,condition,word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,s2_engAJT_trials.thisRepN,s2_engAJT_trials.thisTrialN,s2_engAJT_trials.thisN,s2_engAJT_trials.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,load_text.started,load_text.stopped,ajt_instr.started,ajt_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.started,start_ajt.stopped,eng_ajt_sent.started,eng_ajt_sent.stopped,acceptability.response,acceptability.rt,acceptability.started,acceptability.stopped,vocab_text.started,vocab_text.stopped,vocab_image.started,vocab_image.stopped,S2_vrepeat.started,S2_vrepeat.stopped,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.stopped,vtest_instr_text.started,vtest_instr_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,come on brain,filler,,,,,,,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,21.509193897247314,None,23.517871856689453,None,space,16.667771100997925,23.517871856689453,None,40.27868390083313,None,2.1,1.7930231094360352,40.27868390083313,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,you have nothing to lose but your chains,filler,,,,,,,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,42.060158014297485,None,2.1,0.623309850692749,42.060158014297485,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,be so smart,filler,,,,,,,0,0,0,0,0,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,42.7082679271698,None,2.1,1.0673658847808838,42.7082679271698,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,workers of the world,filler,,,,,,,0,0,0,0,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,43.80068492889404,None,3.0,0.5969648361206055,43.80068492889404,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,God I wish I could come up with more,filler,,,,,,,0,0,0,0,0,4,4,24,,,,,,,,,,,,,,,,,,,,,,,,,44.42462992668152,None,2.1,0.6571040153503418,44.42462992668152,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,workers of the world,filler,,,,,,,0,0,0,0,0,5,5,26,,,,,,,,,,,,,,,,,,,,,,,,,45.10687184333801,None,4.0,0.5487890243530273,45.10687184333801,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,Chased the dog the cat,WOV,,,,,,,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,45.68111491203308,None,2.3,0.5515551567077637,45.68111491203308,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,The cat bit the dog,filler,,,,,,,0,0,0,0,0,7,7,23,,,,,,,,,,,,,,,,,,,,,,,,,46.257209062576294,None,5.2,1.092193841934204,46.257209062576294,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,The dog the cat chased,filler,,,,,,,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,47.37431287765503,None,2.6,0.5900890827178955,47.37431287765503,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,here we gooooooo,filler,,,,,,,0,0,0,0,0,9,9,19,,,,,,,,,,,,,,,,,,,,,,,,,47.98944687843323,None,4.4,0.5553929805755615,47.98944687843323,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,unite,filler,,,,,,,0,0,0,0,0,10,10,27,,,,,,,,,,,,,,,,,,,,,,,,,48.568506956100464,None,3.4,0.6632580757141113,48.568506956100464,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,come on brain,filler,,,,,,,0,0,0,0,0,11,11,13,,,,,,,,,,,,,,,,,,,,,,,,,49.25612688064575,None,5.5,0.5835528373718262,49.25612688064575,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,Yup my mind is blank rn,filler,,,,,,,0,0,0,0,0,12,12,25,,,,,,,,,,,,,,,,,,,,,,,,,49.864733934402466,None,3.5,0.5851850509643555,49.864733934402466,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,christ I give up,filler,,,,,,,0,0,0,0,0,13,13,17,,,,,,,,,,,,,,,,,,,,,,,,,50.47419786453247,None,2.5,0.7231960296630859,50.47419786453247,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,Chased the dog the cat,WOV,,,,,,,0,0,0,0,0,14,14,20,,,,,,,,,,,,,,,,,,,,,,,,,51.221965074539185,None,3.8,0.9100191593170166,51.221965074539185,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,The dog the cat chased,filler,,,,,,,0,0,0,0,0,15,15,21,,,,,,,,,,,,,,,,,,,,,,,,,52.15692591667175,None,5.0,0.7214310169219971,52.15692591667175,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,women hold up half the sky,filler,,,,,,,0,0,0,0,0,16,16,29,,,,,,,,,,,,,,,,,,,,,,,,,52.90274000167847,None,4.0,0.8468301296234131,52.90274000167847,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,Yup my mind is blank rn,filler,,,,,,,0,0,0,0,0,17,17,5,,,,,,,,,,,,,,,,,,,,,,,,,53.77454996109009,None,5.4,0.6227648258209229,53.77454996109009,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,The dog cried himself,ASV,,,,,,,0,0,0,0,0,18,18,2,,,,,,,,,,,,,,,,,,,,,,,,,54.42245602607727,None,3.3,0.5583338737487793,54.42245602607727,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,Unite workers of the world,WOV,,,,,,,0,0,0,0,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,55.00642490386963,None,3.7,1.3736441135406494,55.00642490386963,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,you have nothing to lose but your chains,filler,,,,,,,0,0,0,0,0,20,20,28,,,,,,,,,,,,,,,,,,,,,,,,,56.406386852264404,None,5.0,0.6437020301818848,56.406386852264404,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,God I wish I could come up with more,filler,,,,,,,0,0,0,0,0,21,21,4,,,,,,,,,,,,,,,,,,,,,,,,,57.07475304603577,None,3.1,0.572221040725708,57.07475304603577,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,The cat bit the dog,filler,,,,,,,0,0,0,0,0,22,22,3,,,,,,,,,,,,,,,,,,,,,,,,,57.67183184623718,None,4.6,0.9259560108184814,57.67183184623718,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,think of things,filler,,,,,,,0,0,0,0,0,23,23,14,,,,,,,,,,,,,,,,,,,,,,,,,58.622369050979614,None,3.4,2.160159111022949,58.622369050979614,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,women hold up half the sky,filler,,,,,,,0,0,0,0,0,24,24,9,,,,,,,,,,,,,,,,,,,,,,,,,60.80776405334473,None,4.5,0.8761768341064453,60.80776405334473,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,Hold up women half the sky,WOV,,,,,,,0,0,0,0,0,25,25,10,,,,,,,,,,,,,,,,,,,,,,,,,61.70933389663696,None,5.2,0.875154972076416,61.70933389663696,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,fuck me dude idk,filler,,,,,,,0,0,0,0,0,26,26,12,,,,,,,,,,,,,,,,,,,,,,,,,62.6085410118103,None,3.2,0.5932409763336182,62.6085410118103,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,The dog cried himself,ASV,,,,,,,0,0,0,0,0,27,27,22,,,,,,,,,,,,,,,,,,,,,,,,,63.22641706466675,None,4.0,0.772529125213623,63.22641706466675,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,unite,filler,,,,,,,0,0,0,0,0,28,28,7,,,,,,,,,,,,,,,,,,,,,,,,,64.02362394332886,None,4.0,0.559208869934082,64.02362394332886,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
2,copy and paste,filler,,,,,,,0,0,0,0,0,29,29,18,,,,,,,,,,,,,,,,,,,,,,,,,64.60611987113953,None,4.8,0.6102800369262695,64.60611987113953,None,,,,,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
,,,lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,66.6333429813385,None,66.6333429813385,None,,,,,,,,,1,2,2022-10-11_13h13.19.958,memory and syntax,2022.1.1,59.922994389591246,
