word,img,sentence,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,target,foils,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_fb.stopped,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,sent_Prax_P_img.started,sent_Prax_P_img.stopped,blankITI_2.stopped,S2_sentPrax_P_key_resp.started,S2_sentPraxP_resp,S2_sentPraxP_rts,sent_Prax_P_img_3.started,sent_Prax_P_text.started,participant,session,date,expName,psychopyVersion,frameRate,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,4,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.845846699987305,14.845846699987305,14.845846699987305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,5,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.354507899988675,15.354507899988675,15.354507899988675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.972271599981468,15.972271599981468,t,1.2939552000025287,17.275284499977715,17.275284499977715,17.94065109998337,lu pleck,"[0.7537271999754012, 0.219874800008256, 0.8938117999932729, 0.7517597999831196, 0.9858058000099845, 0.8837762999755796, 1.1618297000241, 1.0057539999543224, 1.4140636000374798]",17.94065109998337,17.94065109998337,17.94065109998337,"['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.7537271999754012, 0.9736019999836572, 1.1136866000015289, 1.6455715999763925, 1.7375655999931041, 1.8695820999855641, 2.0456059999996796, 2.1675836999784224, 2.419817599991802]",20.37413509999169,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38611839999794,lu neep,"[0.47228200000245124, 0.25388039997778833, 0.6742800000065472, 0.5939103999699, 0.9365261000057217, 0.7096252999908756, 1.4105210999841802, 0.847701299993787, 1.534329299989622, 1.1337927000131458]",21.38611839999794,21.38611839999794,21.38611839999794,"['l', 'u', 'space', 'n', 'e', 'e', 'p', 'backspace', 'e', 'p', 'return']","[0.47228200000245124, 0.7261623999802396, 0.9281603999843355, 1.2681903999764472, 1.3803924999956507, 1.5304364999756217, 1.6461513999965973, 2.120146399975056, 2.258222399977967, 2.382030599983409, 2.668122000002768]",24.062993699975777,25.070160199975362,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.070160199975362,lu blom,"[0.9622037000081036, 0.3298334999999497, 1.0962349000037648, 0.5718174999929033, 1.67441200002213, 0.9817891999846324, 2.236296500021126, 1.2138745999836829, 2.4121778000262566, 1.3139853999891784, 2.718126600026153, 1.9099738999793772, 3.3221360000316054, 2.1159020999621134, 3.780219100037357]",25.070160199975362,25.070160199975362,25.070160199975362,"['u', 'backspace', 'backspace', 'l', 'u', 'space', 'backspace', 'backspace', 'u', 'space', 'b', 'l', 'o', 'm', 'backspace', 'o', 'm', 'return']","[0.9622037000081036, 1.2920372000080533, 1.4260684000037145, 1.668052399996668, 1.9080742000078317, 2.2462295000150334, 2.526243800006341, 2.6562012000067625, 3.2180857000057586, 3.450171100004809, 3.6260524000099394, 3.726163200015435, 3.9140108000137843, 4.032112000015331, 4.62810050000553, 5.2321099000109825, 5.438038099993719, 5.89612119999947]",30.978117499995278,31.988608099985868,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.988608099985868,lu vode,"[0.5915920999832451, 0.25204660001327284, 0.8216605999914464, 0.7579435000079684, 0.9998023999796715, 0.8637621000234503, 1.1838614999724086, 1.1199641000130214]",31.988608099985868,31.988608099985868,31.988608099985868,"['l', 'u', 'space', 'v', 'o', 'd', 'e', 'return']","[0.5915920999832451, 0.843638699996518, 1.0737072000047192, 1.5796040999994148, 1.7577458999876399, 1.8635645000031218, 2.047623599995859, 2.30382559998543]",34.299056899995776,35.30859459997737,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.30859459997737,lu troise,"[0.6496553999895696, 0.2519238000095356, 0.8037418999883812, 0.47820390001288615, 0.991784199984977, 0.6138684000179637, 1.1897282999707386, 0.8239843000192195, 1.7536325999826659, 0.9800072000070941, 1.941653599991696, 1.32001080000191]",35.30859459997737,35.30859459997737,35.30859459997737,"['l', 'u', 'space', 't', 'r', 'o', 'i', 's', 'e', 'backspace', 's', 'e', 'return']","[0.6496553999895696, 0.9015791999991052, 1.0556656999979168, 1.2819458000012673, 1.4699880999978632, 1.6056526000029407, 1.8035966999887023, 1.8936237000161782, 2.013712599989958, 2.5776169000018854, 2.73363979998976, 2.92166079999879, 3.261664399993606]",38.577809799986426,39.5835967999883,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5835967999883,lu neimo,"[0.6706492000084836, 0.21607150000636466, 1.0965875000110827, 0.48407760000554845, 1.2326372000097763, 0.7539958000124898, 1.4806289999978617, 1.1040251000085846, 1.6128625000128523, 1.6357331000035629, 1.8148685000196565, 1.9177535999915563, 2.1989825000346173]",39.5835967999883,39.5835967999883,39.5835967999883,"['l', 'u', 'space', 'n', 'e', 'i', 'm', 'o', 'backspace', 'backspace', 'i', 'm', 'o', 'return']","[0.6706492000084836, 0.8867207000148483, 1.3126590000174474, 1.5806651000166312, 1.7167148000153247, 1.812742200010689, 1.986633000022266, 2.2346248000103515, 2.5846541000064462, 2.716887600021437, 3.248595600016415, 3.4506016000232194, 3.7326221000112128, 4.1167361000261735]",43.71094399999129,,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7191072999849,lu pleck,"[0.6631114000047091, 0.4179991999990307, 1.0411535000021104, 0.9599021000030916, 1.5131955999822821, 1.1859397000225727, 1.5972537999623455, 1.4278370000247378, 1.799475599982543, 1.7217347000259906, 2.1752793999621645]",44.7191072999849,44.7191072999849,44.7191072999849,"['l', 'u', 'space', 'backspace', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[0.6631114000047091, 0.9071678000036627, 1.0811106000037398, 1.459152700001141, 2.001055600005202, 2.4730976999853738, 2.699135300004855, 2.783193499984918, 3.0250907999870833, 3.2273126000072807, 3.5212103000085335, 3.897014099988155]",48.62601929999073,49.63413719998789,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.63413719998789,lu neep,"[0.5820265999936964, 0.3880508000147529, 1.0920562999963295, 3.045983400021214, 1.2960979999916162, 3.2239681000064593, 1.4881862000038382, 3.529876199987484]",49.63413719998789,49.63413719998789,49.63413719998789,"['l', 'u', 'space', 'n', 'e', 'e', 'p', 'return']","[0.5820265999936964, 0.9700774000084493, 1.4801071000110824, 4.1380397000175435, 4.34208140001283, 4.5200660999980755, 4.7121543000102974, 5.018062399991322]",54.66230879997602,55.669998899975326,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.669998899975326,lu blom,"[0.6541872000088915, 0.2739593999867793, 0.982281900011003, 0.8879458000010345, 1.5262524000136182, 3.0079581999743823, 1.752238600020064, 3.2739384999731556, 1.8782846000394784, 3.8939361999509856, 2.372496600059094, 4.0918223999324255, 2.5083612000744324, 4.69990509992931]",55.669998899975326,55.669998899975326,55.669998899975326,"['l', 'u', 'space', 'v', 'backspace', 'b', 'l', 'o', 'backspace', 'backspace', 'b', 'l', 'o', 'm', 'return']","[0.6541872000088915, 0.9281465999956708, 1.2562412999977823, 1.8702277000120375, 2.4141982000146527, 2.974526000005426, 4.5342105999880005, 4.760196799994446, 5.02617709999322, 5.152223100012634, 5.772220799990464, 6.2664328000100795, 6.464318999991519, 6.600183600006858, 7.208266300003743]",62.886372399982065,63.89591150000342,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89591150000342,lu vode,"[1.2464009000104852, 0.21190470000146888, 1.3503680000139866, 0.38788349999231286, 1.4744236000115052, 0.6878451000084169, 1.814538500009803, 0.8257269999885466, 2.0006425000028685, 1.1777416999975685]",63.89591150000342,63.89591150000342,63.89591150000342,"['l', 'u', 'space', 'v', 'o', 'd', 'e', 'backspace', 'd', 'e', 'return']","[1.2464009000104852, 1.458305600011954, 1.5622727000154555, 1.7382515000062995, 1.862307100003818, 1.9782529000076465, 2.162268700019922, 2.50238360001822, 2.6402654999983497, 2.826369499991415, 3.178384200000437]",67.08622149997973,68.09444669997902,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,4,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.09444669997902,lu troise,"[0.6018348000070546, 0.19991999998455867, 0.9058579000120517, 0.4658667999901809, 1.0878752999997232, 0.5878580999851692, 1.2398854000202846, 0.6639039999863598, 1.3518203000130598, 0.9539517999801319]",68.09444669997902,68.09444669997902,68.09444669997902,"['l', 'u', 'space', 't', 'r', 'o', 'i', 's', 'e', 'return']","[0.6018348000070546, 0.8017547999916133, 1.1057778999966104, 1.3717247000022326, 1.553742099989904, 1.6757333999848925, 1.8277435000054538, 1.9037894000066444, 2.0157242999994196, 2.3057720999931917]",70.40739159999066,71.41346209999756,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,5,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.41346209999756,lu neimo,"[0.6027344000176527, 0.22003879997646436, 0.7467106000403874, 0.33007309996173717, 0.9086696000595111, 0.4141027999576181, 1.0706313000409864, 0.6301370999717619, 1.6346025000384543]",71.41346209999756,71.41346209999756,71.41346209999756,"['l', 'u', 'space', 'n', 'e', 'i', 'm', 'o', 'return']","[0.6027344000176527, 0.822773199994117, 0.9667494000168517, 1.0767837000021245, 1.2387427000212483, 1.3227724000171293, 1.4847340999986045, 1.7007684000127483, 2.2647396000102162]",73.68637779998244,74.68838609999511,,,,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.68838609999511,74.68838609999511,f,0.6318346000043675,,,,,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence31.png,lu pleck nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.32852300000377,75.32852300000377,75.98631199999363,75.98631199999363,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence65.png,yab lu neimo lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.58600469998783,82.58600469998783,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence63.png,yab lu neimo lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1898895999766,89.1898895999766,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence68.png,lu neep praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.78809819999151,95.78809819999151,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence39.png,yab lu pleck lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.38737309997668,102.38737309997668,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence14.png,klin lu blom lu troise,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.00341189999017,109.00341189999017,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence105.png,lu blom zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.58294890000252,115.58294890000252,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence103.png,lu pleck zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.18263249998563,122.18263249998563,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence17.png,klin lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.82705120000173,128.82705120000173,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence12.png,klin lu blom lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.41873049997957,135.41873049997957,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence29.png,klin lu neimo lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.00370589998784,142.00370589998784,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
