load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
1E-04,0.0054,118531,098,1,2024-03-12_16h12.08.619,Memory and Syntax,2023.2.3,MacIntel,59.88023952
