load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,gjt_load.started,gjt_load.stopped,gjtInstr2.started,gjtInstr2.stopped,gjtMS_pres.started,gjtMS_pres.stopped,gjtMS_res.started,gjtMS_res.stopped,gjt_key_resp_2.keys,gjt_key_resp_2.corr,gjt_key_resp_2.rt,gjt_key_resp_2.duration,gjtMS_trials.thisRepN,gjtMS_trials.thisTrialN,gjtMS_trials.thisN,gjtMS_trials.thisIndex,gjtMS_trials.ran,version,list,sentence,arg_str,old_or_new,test_item,condition,gjt_corrAns,img,audio,asrt.started,asrt,asrt.stopped
0.0046,0.0405,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,0.104,38.4227,38.4228,42.9477,42.972,49.4587,49.4589,51.5123,n,0,0.0525,,0,0,0,0,1,v1.1,2,klin lu troise lu neimo,transitive,new,klin lu troise lu neimo,grammatical,y,brocanto/stims/img/sentence25.png,brocanto/stims/audio/klin_lu_troise_lu_neimo_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,51.5337,58.0027,58.0028,60.0432,n,1,0.4923,,0,1,1,1,1,v1.1,2,yab lu vode lu neep,transitive,old,lu vode yab lu neep,ungrammatical,n,brocanto/stims/img/sentence53.png,brocanto/stims/audio/yab_lu_vode_lu_neep_1.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,60.067,66.5595,66.5597,68.6066,n,0,0.0646,,0,2,2,2,1,v1.1,2,lu neep gop li,intransitive,old,lu neep gop li,grammatical,y,brocanto/stims/img/sentence110.png,brocanto/stims/audio/lu_neep_gop_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,68.6303,75.1043,75.1044,77.1535,n,0,0.1505,,0,3,3,3,1,v1.1,2,yab lu troise lu neimo,transitive,old,yab lu troise lu neimo,grammatical,y,brocanto/stims/img/sentence61.png,brocanto/stims/audio/yab_lu_troise_lu_neimo_1.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,77.173,83.6511,83.6511,85.6998,n,0,0.0865,,0,4,4,4,1,v1.1,2,noyka lu neimo lu pleck,transitive,old,noyka lu neimo lu pleck,filler,y,brocanto/stims/img/sentence98.png,brocanto/stims/audio/noyka_lu_neimo_lu_pleck_1.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,85.7167,92.2163,92.2165,94.2642,,0,,,0,5,5,5,1,v1.1,2,klin lu pleck lu troise,transitive,old,lu pleck klin lu troise,ungrammatical,n,brocanto/stims/img/sentence4.png,brocanto/stims/audio/klin_lu_pleck_lu_troise_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,94.2835,100.7501,100.7502,102.7987,n,0,0.1954,,0,6,6,6,1,v1.1,2,lu neimo zayma li,intransitive,new,lu neimo zayma li,grammatical,y,brocanto/stims/img/sentence108.png,brocanto/stims/audio/lu_neimo_zayma_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,102.8136,109.3096,109.3099,111.3663,n,1,0.5572,,0,7,7,7,1,v1.1,2,lu troise praz li,intransitive,new,lu troise praz,ungrammatical,n,brocanto/stims/img/sentence71.png,brocanto/stims/audio/lu_troise_praz_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,111.3801,117.8565,117.8567,119.9053,n,1,0.7983,,0,8,8,8,1,v1.1,2,gop lu blom lu vode,transitive,old,lu blom gop lu vode,ungrammatical,n,brocanto/stims/img/sentence127.png,brocanto/stims/audio/gop_lu_blom_lu_vode_1.,,,
