load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,gjt_load.started,gjt_load.stopped,gjtInstr2.started,gjtInstr2.stopped,gjtMS_pres.started,gjtMS_pres.stopped,gjtMS_res.started,gjtMS_res.stopped,gjt_key_resp_2.keys,gjt_key_resp_2.corr,gjt_key_resp_2.rt,gjt_key_resp_2.duration,gjtMS_trials.thisRepN,gjtMS_trials.thisTrialN,gjtMS_trials.thisN,gjtMS_trials.thisIndex,gjtMS_trials.ran,version,list,sentence,arg_str,old_or_new,test_item,condition,gjt_corrAns,img,audio,asrt.started,asrt,asrt.stopped
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,119.917,126.4027,126.4028,128.4609,n,1,0.1328,,0,9,9,9,1,v1.1,2,gop lu neimo lu pleck,transitive,old,gop lu pleck lu neimo,filler,n,brocanto/stims/img/sentence140.png,brocanto/stims/audio/gop_lu_neimo_lu_pleck_1.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,128.4758,134.9498,134.9498,136.9994,n,1,1.6546,,0,10,10,10,1,v1.1,2,lu neep praz li,intransitive,old,lu neep praz,ungrammatical,n,brocanto/stims/img/sentence68.png,brocanto/stims/audio/lu_neep_praz_li_1.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,137.0171,143.5142,143.5145,145.5645,n,0,1.8043,,0,11,11,11,1,v1.1,2,lu pleck nim li,intransitive,new,lu pleck nim li,filler,y,brocanto/stims/img/sentence31.png,brocanto/stims/audio/lu_pleck_nim_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,145.59,152.0616,152.0619,154.1018,n,0,0.4173,,0,12,12,12,1,v1.1,2,yab lu blom lu vode,transitive,old,yab lu blom lu vode,grammatical,y,brocanto/stims/img/sentence49.png,brocanto/stims/audio/yab_lu_blom_lu_vode_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,154.1188,160.6,160.6,162.6417,n,0,0.5393,,0,13,13,13,1,v1.1,2,gop lu neep lu blom,transitive,old,gop lu neep lu blom,grammatical,y,brocanto/stims/img/sentence121.png,brocanto/stims/audio/gop_lu_neep_lu_blom_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,162.6622,169.1556,169.1556,171.2045,n,0,0.4233,,0,14,14,14,1,v1.1,2,lu vode nim li,intransitive,old,lu vode nim li,filler,y,brocanto/stims/img/sentence34.png,brocanto/stims/audio/lu_vode_nim_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,171.2178,177.7022,177.7022,179.7519,n,1,0.7329,,0,15,15,15,1,v1.1,2,lu troise gop li,intransitive,old,lu troise gop,ungrammatical,n,brocanto/stims/img/sentence113.png,brocanto/stims/audio/lu_troise_gop_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,179.7723,186.2498,186.2498,188.2985,n,0,0.6012,,0,16,16,16,1,v1.1,2,lu troise zayma li,intransitive,old,lu troise zayma li,grammatical,y,brocanto/stims/img/sentence107.png,brocanto/stims/audio/lu_troise_zayma_li_1.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,188.3113,194.8143,194.8145,196.8557,n,0,0.1194,,0,17,17,17,1,v1.1,2,yab lu neimo lu pleck,transitive,new,yab lu neimo lu pleck,grammatical,y,brocanto/stims/img/sentence62.png,brocanto/stims/audio/yab_lu_neimo_lu_pleck_1.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,196.8767,203.3676,203.3676,205.4115,n,1,0.0589,,0,18,18,18,1,v1.1,2,lu pleck gop li,intransitive,new,li pleck gop lu,filler,n,brocanto/stims/img/sentence109.png,brocanto/stims/audio/lu_pleck_gop_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,205.4336,211.9078,211.908,213.9581,n,1,0.3533,,0,19,19,19,1,v1.1,2,noyka lu pleck lu troise,transitive,new,lu pleck noyka lu troise,ungrammatical,n,brocanto/stims/img/sentence76.png,brocanto/stims/audio/noyka_lu_pleck_lu_troise_1.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,213.9786,220.4546,220.4546,222.5039,n,1,0.4872,,0,20,20,20,1,v1.1,2,lu blom praz li,intransitive,old,lu blom praz,ungrammatical,n,brocanto/stims/img/sentence69.png,brocanto/stims/audio/lu_blom_praz_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,222.5241,229.0016,229.0016,231.0509,n,0,0.4015,,0,21,21,21,1,v1.1,2,lu neimo gop li,intransitive,old,lu neimo gop li,grammatical,y,brocanto/stims/img/sentence114.png,brocanto/stims/audio/lu_neimo_gop_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,231.0732,237.5493,237.5494,239.5983,n,0,1.0566,,0,22,22,22,1,v1.1,2,lu neimo praz li,intransitive,old,lu neimo praz li,filler,y,brocanto/stims/img/sentence72.png,brocanto/stims/audio/lu_neimo_praz_li_2.,,,
,,114767,131,2,2024-04-09_12h55.23.737,Memory and Syntax,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.6269,,782.1676
