word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,s2_engAJT_trials.thisRepN,s2_engAJT_trials.thisTrialN,s2_engAJT_trials.thisN,s2_engAJT_trials.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,load_text.started,load_text.stopped,ajt_instr.started,ajt_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.started,start_ajt.stopped,vocab_text.started,vocab_text.stopped,vocab_image.started,vocab_image.stopped,S2_vrepeat.started,S2_vrepeat.stopped,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.stopped,vtest_instr_text.started,vtest_instr_text.stopped,S2_vocabTest_resp,S2_vocabTest_resp.rts,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_key_resp.started,S2_vtest_key_resp.stopped,S2_vtest_text.started,S2_vtest_text.stopped,S2_vtest_img.started,S2_vtest_img.stopped,S2_vtest_fb.started,S2_vtest_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,13.10831904411316,None,15.113511085510254,None,space,1.0307610034942627,15.113511085510254,None,17.174750089645386,None,17.174750089645386,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,17.77242112159729,None,17.77242112159729,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,19.14844512939453,None,19.14844512939453,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,20.773455142974854,None,20.773455142974854,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,21.054394006729126,None,21.054394006729126,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,22.795834064483643,None,22.795834064483643,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,6,2,,,,,,,,,,,,,,,,,23.202906131744385,None,23.202906131744385,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,7,1,,,,,,,,,,,,,,,,,24.359081029891968,None,24.359081029891968,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,2,8,0,,,,,,,,,,,,,,,,,24.88549518585205,None,24.88549518585205,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,3,9,5,,,,,,,,,,,,,,,,,25.407023191452026,None,25.407023191452026,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
