word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,s2_engAJT_trials.thisRepN,s2_engAJT_trials.thisTrialN,s2_engAJT_trials.thisN,s2_engAJT_trials.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,load_text.started,load_text.stopped,ajt_instr.started,ajt_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.started,start_ajt.stopped,vocab_text.started,vocab_text.stopped,vocab_image.started,vocab_image.stopped,S2_vrepeat.started,S2_vrepeat.stopped,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.stopped,vtest_instr_text.started,vtest_instr_text.stopped,S2_vocabTest_resp,S2_vocabTest_resp.rts,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_key_resp.started,S2_vtest_key_resp.stopped,S2_vtest_text.started,S2_vtest_text.stopped,S2_vtest_img.started,S2_vtest_img.stopped,S2_vtest_fb.started,S2_vtest_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,4,10,4,,,,,,,,,,,,,,,,,26.571343183517456,None,26.571343183517456,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,5,11,3,,,,,,,,,,,,,,,,,27.89496111869812,None,27.89496111869812,None,,,,,,,,,,,,,,,,,,,,,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,28.3667631149292,None,t,2.587218999862671,28.3667631149292,None,30.982240200042725,None,lu pleck,"[1.4899420738220215, 1.8001759052276611, 2.381943941116333, 2.9839060306549072, 3.0385940074920654, 3.671588897705078, 3.8981828689575195, 4.585093021392822, 4.946562051773071]","['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[1.4899420738220215, 1.8001759052276611, 2.381943941116333, 2.9839060306549072, 3.0385940074920654, 3.671588897705078, 3.8981828689575195, 4.585093021392822, 4.946562051773071]",32.04473900794983,None,32.04473900794983,None,32.04473900794983,None,37.01713705062866,None,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu neep,brocanto/stims/to_use/doctor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,[0.6351981163024902],['return'],[0.6351981163024902],38.588078022003174,None,38.588078022003174,None,38.588078022003174,None,43.261934995651245,None,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,[2.4352757930755615],"['return', 'return']","[0.6904349327087402, 2.4352757930755615]",44.27162408828735,None,44.27162408828735,None,44.27162408828735,None,50.72665214538574,50.72665214538574,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,"[8.594010829925537, 0.11706113815307617, 0.29721999168395996, 0.4733550548553467, 0.6571919918060303, 0.9994549751281738, 1.3774421215057373, 1.5464441776275635, 1.7234621047973633, 1.8990111351013184, 2.074666976928711, 2.2456321716308594, 2.546436071395874]","['k', 'k', 'k', 'k', 'k', 'k', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'return']","[0.11706113815307617, 0.29721999168395996, 0.4733550548553467, 0.6571919918060303, 0.8262791633605957, 0.9994549751281738, 1.3774421215057373, 1.5464441776275635, 1.7234621047973633, 1.8990111351013184, 2.074666976928711, 2.2456321716308594, 2.546436071395874]",52.935527086257935,None,52.935527086257935,None,52.935527086257935,None,59.525437116622925,None,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,[0.6881680488586426],['return'],[0.6881680488586426],61.01176714897156,None,61.01176714897156,None,61.01176714897156,None,65.74151420593262,None,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,[0.022858142852783203],['return'],[0.022858142852783203],66.75204920768738,None,66.75204920768738,None,66.75204920768738,None,70.79095506668091,70.79095506668091,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,lu pleck,"[3.1388649940490723, 3.3888449668884277, 3.507909059524536, 3.6621720790863037, 3.7345290184020996, 3.7940709590911865, 3.98707914352417, 4.078894138336182, 4.396557092666626]","['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[3.1388649940490723, 3.3888449668884277, 3.507909059524536, 3.6621720790863037, 3.7345290184020996, 3.7940709590911865, 3.98707914352417, 4.078894138336182, 4.396557092666626]",71.79671907424927,None,71.79671907424927,None,71.79671907424927,None,76.22404909133911,None,1,2,2022-10-15_22h34.47.805,memory and syntax,2022.1.1,60.08024442894243,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5.841644048690796],None,,77.6573071718216,None,77.6573071718216,None,77.6573071718216,None,,,,,,,,,
