cvmt,asrt,crtt,rspan,onsetTime,thisImage,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,cvmtBlock.thisRepN,cvmtBlock.thisTrialN,cvmtBlock.thisN,cvmtBlock.thisIndex,asrtBlock.thisRepN,asrtBlock.thisTrialN,asrtBlock.thisN,asrtBlock.thisIndex,crttBlock.thisRepN,crttBlock.thisTrialN,crttBlock.thisN,crttBlock.thisIndex,crttPracticeLoop.thisRepN,crttPracticeLoop.thisTrialN,crttPracticeLoop.thisN,crttPracticeLoop.thisIndex,load_text.started,load_text.stopped,keyResp.keys,keyResp.corr,keyResp.rt,crttTrialRespTimes,crtt_stim.started,crtt_stim.stopped,crtt_fix.started,crtt_fix.stopped,text_fb.started,text_fb.stopped,crtt_trial_blank.started,crtt_trial_blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,1,0,1.3,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,3,20.86008596420288,None,c,1,0.5713069438934326,-0.7286930561065674,46.360548973083496,None,46.11931109428406,46.360548973083496,46.944777965545654,47.34363293647766,47.34363293647766,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
0,0,1,0,1.1,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,0,,,v,1,0.3967599868774414,-0.7032400131225587,47.84346008300781,None,47.59398293495178,47.84346008300781,48.24401307106018,48.64364814758301,48.64364814758301,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
0,0,1,0,1.1,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,2,2,7,,,c,0,0.6346530914306641,-0.465346908569336,49.14375710487366,None,48.89341592788696,49.14375710487366,49.79311013221741,50.19347310066223,50.19347310066223,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
0,0,1,0,1.3,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,3,3,1,,,x,1,0.4846000671386719,-0.8153999328613282,50.69342613220215,None,50.44332194328308,50.69342613220215,51.19326615333557,51.593416929244995,51.593416929244995,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
0,0,1,0,1.1,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,4,4,5,,,b,0,0.7635931968688965,-0.3364068031311036,52.093157052993774,None,51.843533992767334,52.093157052993774,52.86044096946716,53.25956606864929,53.25956606864929,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
0,0,1,0,1.3,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,5,5,8,,,v,1,0.7039217948913574,-0.5960782051086426,53.76003098487854,None,53.509653091430664,53.76003098487854,54.476487159729004,54.876116037368774,54.876116037368774,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
0,0,1,0,1.5,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,6,6,2,,,c,1,0.5027518272399902,-0.9972481727600098,55.37623405456543,None,55.1264009475708,55.37623405456543,55.892951011657715,56.29256010055542,56.29256010055542,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
0,0,1,0,1.5,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,7,7,4,,,x,0,0.363893985748291,-1.136106014251709,56.79295611381531,None,56.54310393333435,56.79295611381531,57.15969514846802,57.559131145477295,57.559131145477295,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
0,0,1,0,1.5,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,8,8,6,,,x,0,0.44852614402770996,-1.05147385597229,58.05904793739319,None,57.80950713157654,58.05904793739319,58.509706020355225,58.90915608406067,58.90915608406067,None,1,1,2022-09-09_12h12.26.089,memory and syntax,2022.1.1,60.05177192861888,
