load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
0,0.003,110563,171,1,2024-03-13_00h33.30.822,Memory and Syntax,2023.2.3,MacIntel,58.82352941
