load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmt_key_resp.rt,cvmt_key_resp.duration,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,key_resp_15.rt,key_resp_15.duration,cvmt_final_samp_fb_key_resp.rt,cvmt_final_samp_fb_key_resp.duration,cvmt_key_resp2.rt,cvmt_key_resp2.duration,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent
0.0009,0.195,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,0.2034,45.7201,45.7229,48.2025,48.2229,50.209,n,1,1.8886,,50.2095,50.2115,,0,50.2119,50.2132,,50.2136,50.2148,,0,0,0,0,1,cvmt/sample/s1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,50.2161,52.2028,n,1,0.9268,,52.2032,52.2042,,0,52.2046,52.2056,,52.206,52.2069,,0,1,1,1,1,cvmt/sample/s2.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,52.2081,54.2025,o,1,1.2963,,54.2029,54.2037,,0,54.204,54.2052,,54.2056,54.2063,,0,2,2,2,1,cvmt/sample/s3.jpg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,54.2076,56.2022,n,1,0.7127,,56.2026,56.2034,,0,56.2039,56.2048,,56.2051,56.2059,,0,3,3,3,1,cvmt/sample/s4.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,56.2071,58.2335,n,1,0.8803,,58.2339,58.2348,,0,58.2352,58.2361,,58.2365,58.2374,,0,4,4,4,1,cvmt/sample/s5.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,58.2385,60.2358,n,1,0.8121,,60.2362,60.2371,,0,60.2375,60.2384,,60.2388,60.2397,,0,5,5,5,1,cvmt/sample/s6.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,60.241,62.2527,o,1,1.1341,,62.2531,62.2541,,0,62.2546,62.2554,,62.2558,62.2566,,0,6,6,6,1,cvmt/sample/s7.jpg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,62.2577,64.2543,o,0,1.0629,,64.2547,64.2557,,0,64.2562,68.3543,c,68.3547,68.3554,,0,7,7,7,1,cvmt/sample/s8.jpg,n,4.0666,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117220,080,1,2024-03-06_22h16.09.280,Memory and Syntax,2023.2.3,Win32,144.9275362,,,,,68.3601,70.3529,n,1,1.2349,,70.3533,70.355,,0,70.3553,70.3568,,70.3571,70.3579,,0,8,8,8,1,cvmt/sample/s9.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
