load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,gjt_load.started,gjt_load.stopped,gjtInstr2.started,gjtInstr2.stopped,gjtMS_pres.started,gjtMS_pres.stopped,gjtMS_res.started,gjtMS_res.stopped,gjt_key_resp_2.keys,gjt_key_resp_2.corr,gjt_key_resp_2.rt,gjt_key_resp_2.duration,gjtMS_trials.thisRepN,gjtMS_trials.thisTrialN,gjtMS_trials.thisN,gjtMS_trials.thisIndex,gjtMS_trials.ran,version,list,sentence,arg_str,old_or_new,test_item,condition,gjt_corrAns,img,audio,asrt.started,asrt,asrt.stopped
0.0015,0.0164,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,0.1203,9.3104,9.3105,11.5726,11.5936,18.0834,18.0836,20.125,y,1,0.2886,,0,0,0,0,1,v4.1,1,lu troise noyka li,intransitive,old,lu troise noyka li,grammatical,y,brocanto/stims/img/sentence35.png,brocanto/stims/audio/lu_troise_noyka_li_1.,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,20.1276,26.6227,26.6227,28.6668,y,1,0.3517,,0,1,1,1,1,v4.1,1,lu troise noyka li,intransitive,old,lu troise noyka li,grammatical,y,brocanto/stims/img/sentence35.png,brocanto/stims/audio/lu_troise_noyka_li_2.,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,28.6821,35.1827,35.1828,37.2272,n,1,0.9309,,0,2,2,2,1,v4.1,1,klin lu troise lu neep,transitive,old,klin lu troise neep,filler,n,brocanto/stims/img/sentence94.png,brocanto/stims/audio/klin_lu_troise_lu_neep_1.,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,37.2486,43.7264,43.7265,45.771,n,1,0.2557,,0,3,3,3,1,v4.1,1,yab lu pleck lu neimo,transitive,old,lu pleck yab lu neimo,ungrammatical,n,brocanto/stims/img/sentence119.png,brocanto/stims/audio/yab_lu_pleck_lu_neimo_2.,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,45.7911,52.2862,52.2862,54.3314,y,1,0.3425,,0,4,4,4,1,v4.1,1,yab lu blom lu troise,transitive,old,yab lu blom lu troise,grammatical,y,brocanto/stims/img/sentence128.png,brocanto/stims/audio/yab_lu_blom_lu_troise_2.,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,54.3516,60.8306,60.8309,62.8738,n,1,0.3707,,0,5,5,5,1,v4.1,1,lu vode nim li,intransitive,old,li vode nim lu,filler,n,brocanto/stims/img/sentence106.png,brocanto/stims/audio/lu_vode_nim_li_1.,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,62.895,69.373,69.3731,71.4175,y,1,0.2022,,0,6,6,6,1,v4.1,1,lu blom yab li,intransitive,new,lu blom yab li,grammatical,y,brocanto/stims/img/sentence111.png,brocanto/stims/audio/lu_blom_yab_li_2.,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,71.4382,77.933,77.933,79.9779,y,1,0.3704,,0,7,7,7,1,v4.1,1,lu blom yab li,intransitive,new,lu blom yab li,grammatical,y,brocanto/stims/img/sentence111.png,brocanto/stims/audio/lu_blom_yab_li_2.,,,
,,108000,105,2,2024-04-08_15h32.58.851,Memory and Syntax,2023.2.3,Win32,60.97560976,,,,,79.999,86.4757,86.4758,88.5036,n,1,0.3052,,0,8,8,8,1,v4.1,1,lu blom nim li,intransitive,new,lu blom nim,ungrammatical,n,brocanto/stims/img/sentence105.png,brocanto/stims/audio/lu_blom_nim_li_1.,,,
