word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,participant,session,date,expName,psychopyVersion,frameRate,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,11.400144300001557,11.400144300001557,12.698123499998474,13.403602599995793,13.403602599995793,13.403602599995793,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,4,,,,,,,,,,,,13.9404782000056,13.9404782000056,13.9404782000056,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,14.12282590000541,14.12282590000541,14.12282590000541,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,1,,,,,,,,,,,,14.2946809999994,14.2946809999994,14.2946809999994,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,4,4,3,,,,,,,,,,,,14.46938009999576,14.46938009999576,14.46938009999576,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,5,5,0,,,,,,,,,,,,14.908498000004329,14.908498000004329,14.908498000004329,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,6,3,,,,,,,,,,,,15.064209799995297,15.064209799995297,15.064209799995297,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,7,4,,,,,,,,,,,,15.219439899999998,15.219439899999998,15.219439899999998,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,2,8,5,,,,,,,,,,,,15.390042500002892,15.390042500002892,15.390042500002892,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,3,9,2,,,,,,,,,,,,15.548924699993222,15.548924699993222,15.548924699993222,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,4,10,0,,,,,,,,,,,,15.704666499994346,15.704666499994346,15.704666499994346,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,5,11,1,,,,,,,,,,,,15.859977100000833,15.859977100000833,15.859977100000833,,,,,,,,,,,,,,,,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,16.01505339999858,16.01505339999858,t,1.0622634000028484,17.097089300004882,17.097089300004882,17.837123899997096,lu pleck,"[7.596174500009511, 0.31224959999963176, 7.95181450000382, 0.510254900000291, 8.018212000009953, 0.6501691000012215, 8.270238099998096, 0.7737961000093492, 9.336356200001319]",17.837123899997096,17.837123899997096,17.837123899997096,"['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[7.596174500009511, 7.908424100009142, 8.264064100003452, 8.462069400004111, 8.528466900010244, 8.668381100011175, 8.920407199999318, 9.044034200007445, 10.110152300010668]",27.975035800001933,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,28.990448199998355,lu neep,"[7.186850700003561, 0.22990649999701418, 7.363138800006709, 0.3856288999959361, 7.727103100012755, 0.5556866999977501, 7.833094700006768, 0.9057364999898709]",28.990448199998355,28.990448199998355,28.990448199998355,"['l', 'u', 'space', 'n', 'e', 'e', 'p', 'return']","[7.186850700003561, 7.416757200000575, 7.593045300003723, 7.748767700002645, 8.112732000008691, 8.282789800010505, 8.388781400004518, 8.738831199996639]",37.756320000000414,1,2,2023-02-20_17h47.43.343,Memory and Syntax,2022.2.5,68.83193581886108,
