load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
0.0003,0.0304,92088,048,1,2024-03-06_08h24.33.313,Memory and Syntax,2023.2.3,MacIntel,60.24096386
