load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
0.0003,0.0174,110723,052,1,2024-03-05_20h43.56.405,Memory and Syntax,2023.2.3,Linux x86_64,59.88023952
