load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmt_key_resp2.rt,cvmt_key_resp2.duration,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,key_resp_15.rt,key_resp_15.duration,cvmt_key_resp.rt,cvmt_key_resp.duration,cvmt_final_samp_fb_key_resp.rt,cvmt_final_samp_fb_key_resp.duration,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,184.3598,186.3506,o,1,186.3516,186.3535,,0,,,186.3542,186.3573,,186.358,186.3594,,2,6,28,6,1,cvmt/sample/s7.jpg,o,,,0.7288,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,186.3616,188.3681,n,1,188.3692,188.371,,0,,,188.3718,188.3733,,188.3741,188.3769,,2,7,29,7,1,cvmt/sample/s8.jpg,n,,,1.1689,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,188.3791,190.3845,n,1,190.3856,190.3875,,0,,,190.3882,190.3915,,190.3924,190.3939,,2,8,30,8,1,cvmt/sample/s9.jpg,n,,,1.7919,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,190.396,192.3995,n,1,192.4007,192.4028,,0,,,192.4035,192.4067,,192.4075,192.4092,,2,9,31,9,1,cvmt/sample/s10.jpg,n,,,0.8823,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,192.4114,194.416,o,1,194.4173,194.4194,,0,,,194.4202,194.4233,,194.4242,202.6125,c,2,10,32,10,1,cvmt/sample/s11.jpg,o,,,0.7675,,8.152,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,202.6155,215.6336,215.66,217.6499,n,1,217.65,217.6526,,0,,,217.6528,217.6532,,217.6532,217.6544,,0,0,0,0,1,cvmt/test_items/t1.jpeg,n,,,0.8075,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,217.6547,219.6502,n,1,219.6503,219.6506,,0,,,219.6506,219.6514,,219.6514,219.6515,,0,1,1,1,1,cvmt/test_items/t2.jpeg,n,,,0.6924,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,219.6518,221.6498,n,0,221.6499,221.6502,,0,,,221.6502,221.6508,,221.6509,221.6509,,0,2,2,2,1,cvmt/test_items/t3.jpeg,o,,,0.9949,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,221.6513,223.6498,n,0,223.6499,223.6501,,0,,,223.6501,223.6508,,223.6508,223.6508,,0,3,3,3,1,cvmt/test_items/t4.jpeg,o,,,1.1637,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,223.6512,225.6497,n,0,225.6497,225.6499,,0,,,225.6502,225.6509,,225.6509,225.6512,,0,4,4,4,1,cvmt/test_items/t5.jpeg,o,,,0.5324,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,225.6515,227.6514,n,0,227.6516,227.6517,,0,,,227.6518,227.6523,,227.6523,227.6524,,0,5,5,5,1,cvmt/test_items/t6.jpeg,o,,,0.7977,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,227.6526,229.6492,n,0,229.6493,229.6494,,0,,,229.6496,229.6501,,229.6501,229.6503,,0,6,6,6,1,cvmt/test_items/t7.jpeg,o,,,0.612,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,229.6505,231.6492,n,0,231.6493,231.6495,,0,,,231.6495,231.65,,231.65,231.6501,,0,7,7,7,1,cvmt/test_items/t8.jpeg,o,,,0.428,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,231.6504,233.6511,n,0,233.6512,233.6514,,0,,,233.6514,233.6523,,233.6523,233.6524,,0,8,8,8,1,cvmt/test_items/t9.jpeg,o,,,0.5783,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,233.6527,235.6486,n,0,235.6487,235.6489,,0,,,235.6489,235.6496,,235.6496,235.6497,,0,9,9,9,1,cvmt/test_items/t10.jpeg,o,,,0.8086,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,235.6502,237.6482,n,1,237.6482,237.6487,,0,,,237.6487,237.6495,,237.6495,237.6496,,0,10,10,10,1,cvmt/test_items/t11.jpeg,n,,,0.643,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,237.6499,239.6492,n,0,239.6493,239.6496,,0,,,239.6496,239.6501,,239.6501,239.6504,,0,11,11,11,1,cvmt/test_items/t12.jpeg,o,,,0.5136,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,239.6507,241.6525,o,1,241.6526,241.6528,,0,,,241.6529,241.6536,,241.6537,241.6538,,0,12,12,12,1,cvmt/test_items/t13.jpeg,o,,,1.047,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,241.6541,243.6524,n,0,243.6526,243.6528,,0,,,243.6528,243.6533,,243.6535,243.6535,,0,13,13,13,1,cvmt/test_items/t14.jpeg,o,,,0.8312,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,243.6539,245.6494,o,1,245.6495,245.6498,,0,,,245.6498,245.6503,,245.6503,245.6506,,0,14,14,14,1,cvmt/test_items/t15.jpeg,o,,,0.7906,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,245.6508,247.6523,o,1,247.6524,247.6526,,0,,,247.6526,247.6533,,247.6533,247.6535,,0,15,15,15,1,cvmt/test_items/t16.jpeg,o,,,1.2327,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,247.6539,249.6502,n,0,249.6502,249.6505,,0,,,249.6505,249.6511,,249.6511,249.6513,,0,16,16,16,1,cvmt/test_items/t17.jpeg,o,,,1.1112,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,249.6516,251.6521,n,0,251.6522,251.6525,,0,,,251.6525,251.653,,251.653,251.6531,,0,17,17,17,1,cvmt/test_items/t18.jpeg,o,,,0.9149,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,251.6534,253.6501,n,1,253.6502,253.6504,,0,,,253.6505,253.6513,,253.6514,253.6514,,0,18,18,18,1,cvmt/test_items/t19.jpeg,n,,,0.6472,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,253.6518,255.6499,n,0,255.65,255.6504,,0,,,255.6504,255.6508,,255.6509,255.651,,0,19,19,19,1,cvmt/test_items/t20.jpeg,o,,,1.2524,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,255.6514,257.6509,n,0,257.651,257.6512,,0,,,257.6512,257.6518,,257.6519,257.6519,,0,20,20,20,1,cvmt/test_items/t21.jpeg,o,,,0.9133,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,257.6524,259.6489,o,1,259.6489,259.6491,,0,,,259.6491,259.6496,,259.6496,259.6496,,0,21,21,21,1,cvmt/test_items/t22.jpeg,o,,,1.0949,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,259.6498,261.6512,o,0,261.6513,261.6515,,0,,,261.6516,261.6522,,261.6523,261.6523,,0,22,22,22,1,cvmt/test_items/t23.jpeg,n,,,1.2119,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,261.6527,263.6516,n,1,263.6517,263.652,,0,,,263.6521,263.6526,,263.6526,263.6527,,0,23,23,23,1,cvmt/test_items/t24.jpeg,n,,,1.186,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,263.6529,265.6508,,0,265.651,281.0374,n,0,15.368,,281.0375,281.0505,,281.0505,281.0506,,0,24,24,24,1,cvmt/test_items/t25.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,281.0508,283.0519,n,1,283.052,283.0548,,0,,,283.0548,283.0554,,283.0554,283.0554,,0,25,25,25,1,cvmt/test_items/t26.jpeg,n,,,0.9498,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,283.0556,285.0531,n,0,285.0533,285.0534,,0,,,285.0535,285.0543,,285.0543,285.0544,,0,26,26,26,1,cvmt/test_items/t27.jpeg,o,,,0.7807,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,285.0548,287.0511,n,1,287.0511,287.0514,,0,,,287.0515,287.0521,,287.0521,287.0522,,0,27,27,27,1,cvmt/test_items/t28.jpeg,n,,,0.8148,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,287.0525,289.0511,n,1,289.0512,289.0515,,0,,,289.0516,289.0524,,289.0524,289.0526,,0,28,28,28,1,cvmt/test_items/t29.jpeg,n,,,0.6852,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,289.0529,291.0538,n,0,291.054,291.0542,,0,,,291.0542,291.0549,,291.0549,291.055,,0,29,29,29,1,cvmt/test_items/t30.jpeg,o,,,0.5283,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,291.0554,293.0508,n,0,293.0508,293.0512,,0,,,293.0512,293.0521,,293.0521,293.0522,,0,30,30,30,1,cvmt/test_items/t31.jpeg,o,,,0.5896,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,293.0526,295.0524,n,1,295.0524,295.0527,,0,,,295.0528,295.0532,,295.0534,295.0535,,0,31,31,31,1,cvmt/test_items/t32.jpeg,n,,,0.5955,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,295.0538,297.0518,n,1,297.0518,297.0521,,0,,,297.0524,297.0529,,297.0529,297.053,,0,32,32,32,1,cvmt/test_items/t33.jpeg,n,,,0.597,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,297.0533,299.0511,n,0,299.0511,299.0514,,0,,,299.0515,299.0521,,299.0521,299.0523,,0,33,33,33,1,cvmt/test_items/t34.jpeg,o,,,0.5292,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,299.0526,301.0554,n,1,301.0555,301.0558,,0,,,301.0558,301.0566,,301.0566,301.0567,,0,34,34,34,1,cvmt/test_items/t35.jpeg,n,,,1.2647,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,301.0571,303.0544,n,0,303.0544,303.0547,,0,,,303.0547,303.0555,,303.0555,303.0556,,0,35,35,35,1,cvmt/test_items/t36.jpeg,o,,,0.7742,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,303.056,305.0527,n,1,305.0527,305.053,,0,,,305.053,305.0536,,305.0537,305.0538,,0,36,36,36,1,cvmt/test_items/t37.jpeg,n,,,1.0275,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,305.0541,307.0552,n,0,307.0552,307.0555,,0,,,307.0555,307.0562,,307.0563,307.0565,,0,37,37,37,1,cvmt/test_items/t38.jpeg,o,,,1.158,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,307.0568,309.0518,n,1,309.0519,309.0522,,0,,,309.0523,309.0528,,309.0528,309.053,,0,38,38,38,1,cvmt/test_items/t39.jpeg,n,,,0.7025,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,309.0533,311.0553,n,0,311.0553,311.0556,,0,,,311.0557,311.0564,,311.0566,311.0567,,0,39,39,39,1,cvmt/test_items/t40.jpeg,o,,,0.4805,,,,,,,,,,,,,,,,,,,,,,,,,
,,115478,088,1,2024-03-13_15h04.01.259,Memory and Syntax,2023.2.3,MacIntel,60.0024001,,,,,311.0569,313.0516,n,1,313.0516,313.0518,,0,,,313.0519,313.0525,,313.0525,313.0526,,0,40,40,40,1,cvmt/test_items/t41.jpeg,n,,,0.7716,,,,,,,,,,,,,,,,,,,,,,,,,
