load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,cvmtInstr.started,cvmtInstr.stopped,cvmtTaskInstr.started,cvmtTaskInstr.stopped,presentDesign.started,presentDesign.stopped,cvmt_key_resp.keys,cvmt_key_resp.corr,cvmtNoResp.started,cvmtNoResp.stopped,cvmt_key_resp2.keys,cvmt_key_resp2.corr,cvmt_key_resp2.rt,cvmt_key_resp2.duration,cvmtSampleFB.started,cvmtSampleFB.stopped,key_resp_15.keys,cvmtSampleFBFinal.started,cvmtSampleFBFinal.stopped,cvmt_final_samp_fb_key_resp.keys,cvmtTrials.thisRepN,cvmtTrials.thisTrialN,cvmtTrials.thisN,cvmtTrials.thisIndex,cvmtTrials.ran,cvmt_design,old_or_new,cvmt_key_resp.rt,cvmt_key_resp.duration,key_resp_15.rt,key_resp_15.duration,cvmt_final_samp_fb_key_resp.rt,cvmt_final_samp_fb_key_resp.duration,cvmtDelay.started,cvmtDelay.stopped,cvmt timer,engAJT_instr.started,engAJT_instr.stopped,start_ajt.keys,start_ajt.rt,start_ajt.duration,engAJT.started,engAJT.stopped,acceptability.response,acceptability.rt,engAJT_trials.thisRepN,engAJT_trials.thisTrialN,engAJT_trials.thisN,engAJT_trials.thisIndex,engAJT_trials.ran,ajt_list,list_position,condition,item,testSent
0.0004,0.1764,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,0.1864,17.3789,17.3822,19.3637,19.3877,21.3656,,0,21.3661,31.6103,n,1,10.227,,31.6105,31.616,,31.6162,31.6168,,0,0,0,0,1,cvmt/sample/s1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,31.6176,33.6113,n,1,33.6116,33.6123,,0,,,33.6125,33.6132,,33.6135,33.614,,0,1,1,1,1,cvmt/sample/s2.jpg,n,1.0512,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,33.6149,35.6133,o,1,35.6135,42.8206,o,1,7.2052,,42.8208,42.8268,,42.8269,42.8274,,0,2,2,2,1,cvmt/sample/s3.jpg,o,0.4837,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,42.828,44.8269,o,0,44.8272,44.8278,,0,,,44.8281,63.2411,c,63.2414,63.2419,,0,3,3,3,1,cvmt/sample/s4.jpg,n,1.6517,,18.4018,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,63.2436,65.243,,0,65.2433,67.9791,n,1,2.7338,,67.9793,67.9847,,67.9849,67.9852,,0,4,4,4,1,cvmt/sample/s5.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,67.9858,69.9841,,0,69.9845,70.4148,n,1,0.4173,,70.4151,70.4157,,70.4159,70.4162,,0,5,5,5,1,cvmt/sample/s6.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,70.4168,72.417,,0,72.4174,72.7338,o,1,0.3003,,72.7341,72.7391,,72.7393,72.7397,,0,6,6,6,1,cvmt/sample/s7.jpg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,72.7403,74.7418,,0,74.7421,75.0863,o,0,0.3337,,75.0866,78.1295,c,78.1297,78.1303,,0,7,7,7,1,cvmt/sample/s8.jpg,n,,,3.0238,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,78.131,80.1296,n,1,80.1299,80.1305,,0,,,80.1309,80.1321,,80.1323,80.1329,,0,8,8,8,1,cvmt/sample/s9.jpg,n,1.3013,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,80.1337,82.1296,n,1,82.1299,82.1305,,0,,,82.1307,82.1314,,82.1316,82.1322,,0,9,9,9,1,cvmt/sample/s10.jpg,n,0.6175,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,82.133,84.1286,o,1,84.129,84.1296,,0,,,84.13,84.1306,,84.1309,96.6464,c,0,10,10,10,1,cvmt/sample/s11.jpg,o,1.585,,,,12.4959,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,96.6478,107.4852,107.4967,109.4871,,0,109.4871,110.8554,n,1,1.3515,,110.8554,110.8556,,110.8557,110.8563,,0,0,0,0,1,cvmt/test_items/t1.jpeg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,110.8564,112.8571,,0,112.8571,113.1243,n,1,0.2613,,113.1243,113.1245,,113.1245,113.1245,,0,1,1,1,1,cvmt/test_items/t2.jpeg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,113.1246,115.1261,,0,115.1261,115.4267,o,1,0.2971,,115.4267,115.4269,,115.4269,115.427,,0,2,2,2,1,cvmt/test_items/t3.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,115.427,117.4283,n,0,117.4284,117.4285,,0,,,117.4285,117.4286,,117.4286,117.4286,,0,3,3,3,1,cvmt/test_items/t4.jpeg,o,1.2035,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,117.4287,119.4304,n,0,119.4304,119.4305,,0,,,119.4305,119.4307,,119.4307,119.4307,,0,4,4,4,1,cvmt/test_items/t5.jpeg,o,0.3295,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,119.4308,121.4325,,0,121.4325,122.5172,n,0,1.0678,,122.5173,122.5217,,122.5217,122.5217,,0,5,5,5,1,cvmt/test_items/t6.jpeg,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,122.5219,124.5188,n,0,124.5188,124.5189,,0,,,124.519,124.519,,124.519,124.5191,,0,6,6,6,1,cvmt/test_items/t7.jpeg,o,0.9671,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,124.5192,126.5208,o,1,126.5209,126.521,,0,,,126.521,126.5212,,126.5212,126.5213,,0,7,7,7,1,cvmt/test_items/t8.jpeg,o,0.9328,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,126.5214,128.5233,n,0,128.5234,128.5234,,0,,,128.5234,128.5236,,128.5236,128.5236,,0,8,8,8,1,cvmt/test_items/t9.jpeg,o,0.5924,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,128.5237,130.5248,n,0,130.5248,130.5249,,0,,,130.5249,130.525,,130.525,130.525,,0,9,9,9,1,cvmt/test_items/t10.jpeg,o,1.0839,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,130.5252,132.5167,n,1,132.5167,132.5168,,0,,,132.5168,132.5169,,132.5169,132.517,,0,10,10,10,1,cvmt/test_items/t11.jpeg,n,0.7978,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,132.5171,134.5167,n,0,134.5167,134.5168,,0,,,134.5168,134.517,,134.517,134.517,,0,11,11,11,1,cvmt/test_items/t12.jpeg,o,0.7542,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100565,006,1,2024-03-06_22h37.47.489,Memory and Syntax,2023.2.3,Win32,163.9344262,,,,,134.5171,136.5142,o,1,136.5142,136.5143,,0,,,136.5143,136.5144,,136.5144,136.5144,,0,12,12,12,1,cvmt/test_items/t13.jpeg,o,1.4775,,,,,,,,,,,,,,,,,,,,,,,,,,,
