word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,participant,session,date,expName,psychopyVersion,frameRate,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,44.31338499998674,44.31338499998674,47.12192459999642,48.08781349999481,48.08781349999481,48.08781349999481,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,48.876641399998334,48.876641399998334,48.876641399998334,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,49.35933269999805,49.35933269999805,49.35933269999805,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,49.71535589999985,49.71535589999985,49.71535589999985,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,4,4,5,,,,,,,,,,,,50.111680699992576,50.111680699992576,50.111680699992576,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,5,5,0,,,,,,,,,,,,50.55634579999605,50.55634579999605,50.55634579999605,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,6,0,,,,,,,,,,,,51.051399199990556,51.051399199990556,51.051399199990556,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,7,5,,,,,,,,,,,,52.60503819999576,52.60503819999576,52.60503819999576,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,2,8,1,,,,,,,,,,,,53.160872699998436,53.160872699998436,53.160872699998436,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,3,9,4,,,,,,,,,,,,53.60391459999664,53.60391459999664,53.60391459999664,,,,,,,,,,,,,,,,1,2,2023-02-20_17h55.48.677,Memory and Syntax,2022.2.5,70.11708150141179,
