load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate,gjt_load.started,gjt_load.stopped,gjtInstr2.started,gjtInstr2.stopped,gjtMS_pres.started,gjtMS_pres.stopped,gjtMS_res.started,gjtMS_res.stopped,gjt_key_resp_2.keys,gjt_key_resp_2.corr,gjt_key_resp_2.rt,gjt_key_resp_2.duration,gjtMS_trials.thisRepN,gjtMS_trials.thisTrialN,gjtMS_trials.thisN,gjtMS_trials.thisIndex,gjtMS_trials.ran,version,list,sentence,arg_str,old_or_new,test_item,condition,gjt_corrAns,img,audio,asrt.started,asrt,asrt.stopped
0,0.037,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,0.056,1.047,1.047,27.98,27.988,34.481,34.481,36.531,n,0,0.274,,0,0,0,0,1,v1.1,1,lu neimo nim li,intransitive,old,lu neimo nim li,filler,y,brocanto/stims/img/sentence36.png,brocanto/stims/audio/lu_neimo_nim_li_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,36.533,43.03,43.031,45.08,n,0,0.287,,0,1,1,1,1,v1.1,1,lu pleck praz li,intransitive,old,lu pleck praz li,grammatical,y,brocanto/stims/img/sentence67.png,brocanto/stims/audio/lu_pleck_praz_li_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,45.082,51.581,51.581,53.631,n,1,1.084,,0,2,2,2,1,v1.1,1,noyka lu vode lu neep,transitive,old,lu vode noyka lu neep,ungrammatical,n,brocanto/stims/img/sentence89.png,brocanto/stims/audio/noyka_lu_vode_lu_neep_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,53.632,60.131,60.131,62.18,n,0,1.071,,0,3,3,3,1,v1.1,1,klin lu blom lu vode,transitive,old,klin lu blom lu vode,grammatical,y,brocanto/stims/img/sentence13.png,brocanto/stims/audio/klin_lu_blom_lu_vode_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,62.182,68.681,68.681,70.73,n,1,0.417,,0,4,4,4,1,v1.1,1,noyka lu troise lu neimo,transitive,old,noyka lu neimo lu troise,filler,n,brocanto/stims/img/sentence97.png,brocanto/stims/audio/noyka_lu_troise_lu_neimo_1.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,70.732,77.231,77.231,79.281,,0,,,0,5,5,5,1,v1.1,1,lu troise nim li,intransitive,old,lu troise nim,ungrammatical,n,brocanto/stims/img/sentence35.png,brocanto/stims/audio/lu_troise_nim_li_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,79.283,85.78,85.782,87.831,n,1,0.04,,0,6,6,6,1,v1.1,1,lu pleck zayma li,intransitive,old,lu pleck zayma,ungrammatical,n,brocanto/stims/img/sentence103.png,brocanto/stims/audio/lu_pleck_zayma_li_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,87.832,94.331,94.331,96.381,n,0,0.324,,0,7,7,7,1,v1.1,1,yab lu pleck lu troise,transitive,old,yab lu pleck lu troise,grammatical,y,brocanto/stims/img/sentence40.png,brocanto/stims/audio/yab_lu_pleck_lu_troise_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,96.382,102.881,102.881,104.931,n,0,0.509,,0,8,8,8,1,v1.1,1,lu vode zayma li,intransitive,old,lu vode zayma li,grammatical,y,brocanto/stims/img/sentence106.png,brocanto/stims/audio/lu_vode_zayma_li_1.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,104.932,111.431,111.431,113.481,n,0,0.891,,0,9,9,9,1,v1.1,1,yab lu neep lu blom,transitive,new,yab lu neep lu blom,grammatical,y,brocanto/stims/img/sentence43.png,brocanto/stims/audio/yab_lu_neep_lu_blom_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,113.483,119.981,119.981,122.031,n,0,0.56,,0,10,10,10,1,v1.1,1,lu neep zayma li,intransitive,new,lu neep zayma li,grammatical,y,brocanto/stims/img/sentence104.png,brocanto/stims/audio/lu_neep_zayma_li_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,122.033,128.533,128.533,130.581,n,0,0.223,,0,11,11,11,1,v1.1,1,gop lu pleck lu troise,transitive,old,gop lu pleck lu troise,filler,y,brocanto/stims/img/sentence118.png,brocanto/stims/audio/gop_lu_pleck_lu_troise_1.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,130.582,137.081,137.081,139.13,n,0,0.242,,0,12,12,12,1,v1.1,1,lu neep nim li,intransitive,old,lu neep nim li,filler,y,brocanto/stims/img/sentence32.png,brocanto/stims/audio/lu_neep_nim_li_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,139.131,145.635,145.636,147.681,n,1,0.394,,0,13,13,13,1,v1.1,1,klin lu neimo lu pleck,transitive,old,lu neimo klin lu pleck,ungrammatical,n,brocanto/stims/img/sentence26.png,brocanto/stims/audio/klin_lu_neimo_lu_pleck_1.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,147.683,154.181,154.181,156.235,n,1,0.477,,0,14,14,14,1,v1.1,1,lu vode praz li,intransitive,new,lu vode praz,ungrammatical,n,brocanto/stims/img/sentence70.png,brocanto/stims/audio/lu_vode_praz_li_1.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,156.242,162.731,162.732,164.782,n,1,0.354,,0,15,15,15,1,v1.1,1,klin lu neep lu blom,transitive,old,lu neep klin lu blom,ungrammatical,n,brocanto/stims/img/sentence7.png,brocanto/stims/audio/klin_lu_neep_lu_blom_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,164.784,171.281,171.281,173.331,n,1,0.805,,0,16,16,16,1,v1.1,1,lu blom gop li,intransitive,new,lu blom gop,ungrammatical,n,brocanto/stims/img/sentence111.png,brocanto/stims/audio/lu_blom_gop_li_1.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,173.332,179.831,179.831,181.881,n,1,0.335,,0,17,17,17,1,v1.1,1,lu vode gop li,intransitive,old,lu vode gop,ungrammatical,n,brocanto/stims/img/sentence112.png,brocanto/stims/audio/lu_vode_gop_li_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,181.883,188.382,188.383,190.43,n,1,0.252,,0,18,18,18,1,v1.1,1,lu blom nim li,intransitive,new,lu blom nim,ungrammatical,n,brocanto/stims/img/sentence33.png,brocanto/stims/audio/lu_blom_nim_li_1.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,190.433,196.931,196.932,198.981,n,0,0.591,,0,19,19,19,1,v1.1,1,gop lu vode lu neep,transitive,new,gop lu vode lu neep,grammatical,y,brocanto/stims/img/sentence131.png,brocanto/stims/audio/gop_lu_vode_lu_neep_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,198.984,205.481,205.482,207.532,n,0,0.939,,0,20,20,20,1,v1.1,1,noyka lu neep lu blom,transitive,old,noyka lu neep lu blom,grammatical,y,brocanto/stims/img/sentence79.png,brocanto/stims/audio/noyka_lu_neep_lu_blom_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,207.533,214.031,214.031,216.081,n,0,0.519,,0,21,21,21,1,v1.1,1,lu blom zayma li,intransitive,old,lu blom zayma li,grammatical,y,brocanto/stims/img/sentence105.png,brocanto/stims/audio/lu_blom_zayma_li_1.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,216.082,222.584,222.584,224.631,n,1,0.323,,0,22,22,22,1,v1.1,1,klin lu vode lu neep,transitive,new,klin lu vode neep lu,filler,n,brocanto/stims/img/sentence17.png,brocanto/stims/audio/klin_lu_vode_lu_neep_2.,,,
,,117561,001,2,2024-04-07_14h25.34.414,Memory and Syntax,2023.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.64,,490.572
