load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
0,0.05,95955,128,1,2024-03-05_18h52.56.820,Memory and Syntax,2023.2.3,MacIntel,58.82352941
