word,img,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,participant,session,date,expName,psychopyVersion,frameRate,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,11.096688000005088,11.096688000005088,13.215727700007847,13.855662400004803,13.855662400004803,13.855662400004803,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,14.256244999996852,14.256244999996852,14.256244999996852,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,14.471058399998583,14.471058399998583,14.471058399998583,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,5,,,,,,,,,,,,14.667994300005375,14.667994300005375,14.667994300005375,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,4,4,0,,,,,,,,,,,,14.8438715999946,14.8438715999946,14.8438715999946,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,5,5,4,,,,,,,,,,,,15.012749300003634,15.012749300003634,15.012749300003634,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu troise,brocanto/stims/to_use/janitor2.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,6,4,,,,,,,,,,,,15.180304299996351,15.180304299996351,15.180304299996351,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,7,3,,,,,,,,,,,,15.338822500008973,15.338822500008973,15.338822500008973,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,2,8,0,,,,,,,,,,,,15.539083099996787,15.539083099996787,15.539083099996787,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,3,9,2,,,,,,,,,,,,15.710231999997632,15.710231999997632,15.710231999997632,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,4,10,1,,,,,,,,,,,,15.893933200000902,15.893933200000902,15.893933200000902,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu neimo,brocanto/stims/to_use/pilot3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,5,11,5,,,,,,,,,,,,16.12055720000353,16.12055720000353,16.12055720000353,,,,,,,,,,,,,,,,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu pleck,brocanto/stims/to_use/mechanic1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,16.376674700004514,16.376674700004514,t,1.4910473999916576,17.8857285999984,17.8857285999984,19.1209996999969,lu pleck,"[4.760581499998807, 0.2721856999996817, 5.090494999996736, 0.48018990000127815, 5.176384100006544, 0.5821094999992056, 5.392579899998964, 0.6779850000020815, 12.02663969999412]",19.1209996999969,19.1209996999969,19.1209996999969,"['l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'return']","[4.760581499998807, 5.032767199998489, 5.362680699996417, 5.570684899998014, 5.656574000007822, 5.75849360000575, 5.974689399998169, 6.070564900001045, 12.704624699996202]",31.852741399998195,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu neep,brocanto/stims/to_use/doctor2.png,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,32.865969999998924,lu blom,"[15.343955499993172, 0.20972600000095554, 15.47602879999613, 0.9060298999975203, 15.893606099998578, 1.101855400003842, 15.991776299997582, 1.8518694000085816, 16.119765299998107, 2.283903999996255, 16.255701100002625, 2.578172399997129]",32.865969999998924,32.865969999998924,32.865969999998924,"['l', 'u', 'space', 'b', 'l', 'o', 'p', 'm', 'backspace', 'backspace', 'o', 'm', 'return']","[15.343955499993172, 15.553681499994127, 15.685754799997085, 16.38205869999365, 16.7996359999961, 16.993794199996046, 16.99546150000242, 17.093631700001424, 17.843645700006164, 17.97163470000669, 18.403669299994363, 18.53960509999888, 18.833873499999754]",51.71501640000497,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu blom,brocanto/stims/to_use/firefighter3.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,52.729531400007545,lu blom,"[0.8481230000033975, 0.6200106000032974, 1.0061117000004742, 0.6598912000044947, 1.3504561000008835, 0.7855545000056736, 1.4884830999944825, 1.285591600011685, 1.9768033000000287, 1.421371000004001, 2.3028026999963913, 1.5793861000129255, 2.376631199993426, 1.7534084000071744, 2.4667078999918886, 3.1075500000151806]",52.729531400007545,52.729531400007545,52.729531400007545,"['l', 'u', 'space', 'b', 'l', 'backspace', 'backspace', 'backspace', 'u', 'space', 'l', 'backspace', 'b', 'l', 'o', 'm', 'return']","[0.8481230000033975, 1.3064646999991965, 1.468133600006695, 1.6261223000037717, 1.666002900004969, 2.010347300005378, 2.136010600006557, 2.274037600000156, 2.7740747000061674, 3.2623949000117136, 3.3981743000040296, 3.7241737000003923, 3.8821888000093168, 3.9560173000063514, 4.1300396000006, 4.220116299999063, 5.574257900007069]",58.32171649999509,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
lu vode,brocanto/stims/to_use/chef1.jpg,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,59.33696110000892,lu vode,"[3.63668160000816, 0.23655519999738317, 3.8461270999978296, 1.4145596000016667, 3.968068400004995, 1.5145656999957282, 4.144176800007699, 8.63090309999825, 8.387788400010322, 9.472961199993733]",59.33696110000892,59.33696110000892,59.33696110000892,"['l', 'u', 'space', 'v', 'o', 'd', 'e', 'p', 'backspace', 'return']","[3.63668160000816, 3.873236800005543, 4.082682299995213, 5.260686699999496, 5.382628000006662, 5.482634100000723, 5.658742500003427, 12.775079900005949, 17.018691500008572, 17.860749600004056]",77.21500589999778,1,2,2023-02-20_17h52.01.707,Memory and Syntax,2022.2.5,69.93823754233026,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.23113919999741,Type response now,[],78.23113919999741,78.23113919999741,78.23113919999741,,,,,,,,,,
