load.started,load.stopped,Sona ID,Participant ID,Session,date,expName,psychopyVersion,OS,frameRate
0.0004,0.0076,100565,006,1,2024-03-06_23h07.19.436,Memory and Syntax,2023.2.3,Win32,81.96721311
