cvmt,asrt,crtt,rspan,onsetTime,thisImage,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,cvmtBlock.thisRepN,cvmtBlock.thisTrialN,cvmtBlock.thisN,cvmtBlock.thisIndex,asrtBlock.thisRepN,asrtBlock.thisTrialN,asrtBlock.thisN,asrtBlock.thisIndex,crttBlock.thisRepN,crttBlock.thisTrialN,crttBlock.thisN,crttBlock.thisIndex,crttPracticeLoop.thisRepN,crttPracticeLoop.thisTrialN,crttPracticeLoop.thisN,crttPracticeLoop.thisIndex,load_text.started,load_text.stopped,targetImage.started,targetImage.stopped,keyResp.keys,keyResp.corr,keyResp.rt,crttTrialRespTimes,crtt_fix.started,crtt_fix.stopped,text_fb.started,text_fb.stopped,crtt_trial_blank.started,crtt_trial_blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,1,0,1.3,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,3,15.79606294631958,None,21.611683130264282,None,c,0,4.93304705619812,3.6330470561981203,21.366883039474487,21.611683130264282,26.56001615524292,26.960349082946777,26.960349082946777,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
0,0,1,0,1.5,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,2,,,27.459789037704468,None,v,1,0.6876161098480225,-0.8123838901519775,27.210143089294434,27.459789037704468,28.159862995147705,28.559502124786377,28.559502124786377,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
0,0,1,0,1.1,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,2,2,5,,,29.06008005142212,None,b,0,0.8526961803436279,-0.24730381965637216,28.80969214439392,29.06008005142212,29.926422119140625,30.3254611492157,30.3254611492157,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
0,0,1,0,1.5,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,3,3,4,,,30.826122999191284,None,v,0,1.2052550315856934,-0.29474496841430664,30.57579207420349,30.826122999191284,32.042309045791626,32.44204902648926,32.44204902648926,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
0,0,1,0,1.3,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,4,4,1,,,32.942002058029175,None,m,1,1.6123840808868408,0.3123840808868408,32.69200801849365,32.942002058029175,34.558419942855835,34.958383083343506,34.958383083343506,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
0,0,1,0,1.3,images/target_square.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,5,5,8,,,35.458158016204834,None,n,0,0.7480430603027344,-0.5519569396972657,35.20800304412842,35.458158016204834,36.20799016952515,36.60775303840637,36.60775303840637,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
0,0,1,0,1.1,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,6,6,0,,,37.107829093933105,None,x,0,0.6324989795684814,-0.46750102043151864,36.857511043548584,37.107829093933105,37.741103172302246,38.14069199562073,38.14069199562073,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
0,0,1,0,1.5,images/target_cross.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,7,7,6,,,38.64068007469177,None,c,0,0.5611300468444824,-0.9388699531555176,38.390921115875244,38.64068007469177,39.207294940948486,39.60690999031067,39.60690999031067,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
0,0,1,0,1.1,images/target_plus.jpg,0,0,0,0,,,,,,,,,0,0,0,0,0,8,8,7,,,40.1070020198822,None,b,0,0.7017710208892822,-0.39822897911071786,39.85728597640991,40.1070020198822,40.82334899902344,41.22358012199402,41.22358012199402,None,1,1,2022-09-10_11h35.02.499,memory and syntax,2022.1.1,60.05890902321852,
